Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,EUI (kWh/m3),Treatment process,Latitude,Longitude,Annual HDD,Annual average temperature
865,19.4711836,25505.62,330.71,19.81,95.88,2.09,162.04,7.23,31.31,0.3,41.21,8.4,6.43,0.18,0.44,OD,31.32752,120.55354,6504.77,17.22740437
866,7.117282,10076.08,410.98,30.87,117.02,2.16,202.54,6.47,26.62,0.88,36.18,5.53,5.03,0.16,0.28,CAS,31.39978,120.51597,6504.77,17.22740437
867,17.393014,25164.85,334.47,20.76,95.36,2.08,171.53,7.71,23.62,0.63,31.87,6.58,4.14,0.16,0.32,A2O,31.28368,120.57798,6504.77,17.22740437
868,8.457768,10011.91,257.57,19.17,76.52,2.05,131.47,6.04,26.56,0.31,34.45,7.43,4.44,0.17,0.25,CAS,31.369607,120.457006,6504.77,17.22740437
869,41.8339508,35394.61,186.37,15.72,80.55,1.03,140.9,4.21,12.36,1.04,20.24,8.2,3.97,0.13,0.29,A2O,31.25426,120.7658,6504.77,17.22740437
870,55.83307,46383.48,444.61,22.19,234.42,1.2,233.52,5.75,31.31,0.44,43.08,10.71,5.87,0.27,0.36,A2O,31.319614,120.770586,6504.77,17.22740437
871,2.9769432,1262,186.9,24.4,56.82,3.99,38.61,6.13,27.36,1.12,27.79,9.3,2.5,0.25,0.37,CAS,30.905922,120.670142,6294.7,17.80136612
872,2.5172756,408.28,129.81,11.26,50.27,1.01,111.41,4.98,19.85,0.25,26.02,12.68,3.62,0.2,0.37,CAS,30.8404,120.533866,6294.7,17.80136612
873,1.3871116,330.23,127.53,10.25,55.27,2.85,57.76,3.26,13.87,0.54,18.21,7.08,1.95,0.29,0.24,CAS,30.905922,120.670142,6294.7,17.80136612
874,3.99105,932,263.97,23.18,149.98,3.47,176.78,7.06,23.19,0.66,27.04,11.79,3.27,0.29,0.34,A2O,30.905922,120.670142,6294.7,17.80136612
875,2.1197996,1447.3,124.45,16.49,50.59,5.15,83.28,6.55,21.7,0.31,33.26,6.79,3.07,0.17,0.48,A2O,30.905922,120.670142,6294.7,17.80136612
876,3.1368024,796,295.85,19.68,94.77,10.71,105.61,12.57,12.25,0.75,21.23,2.38,1.58,0.22,0.22,A2O,30.930836,120.654121,6294.7,17.80136612
877,3.5326856,2729.68,185.53,18.22,83.61,4.34,117.17,8.83,24.07,1.37,28.85,8.73,2.59,0.16,0.29,OD,30.905922,120.670142,6294.7,17.80136612
878,5.0570676,1764,208.07,23.11,103.59,8.6,179.84,7.8,21.23,2.21,30.91,12.44,2.42,0.27,0.23,AO,30.8700381,120.6364785,6294.7,17.80136612
879,6.5928888,4972.24,246.36,24.07,71.57,2.48,129.42,4.75,30.23,0.48,35.95,11.97,2.98,0.17,0.26,A2O,30.905922,120.670142,6294.7,17.80136612
881,4.9878532,3672.01,148.96,15.72,91.25,6.53,90.75,6.02,24.51,1.08,30.15,11.42,2.61,0.3,0.32,Other,30.889847,120.610873,6294.7,17.80136612
883,6.9784912,1910.51,173.49,16.62,56.83,5.45,131.36,2.54,17.96,0.22,23.08,10.47,2.7,0.3,0.63,CAS,31.01305,120.72134,6294.7,17.80136612
884,10.5790156,4061.85,272.63,16.65,128.79,2.49,103.62,5.25,18.65,0.38,28.75,5.09,2.99,0.12,0.29,A2O,31.30575,120.65079,6504.77,17.22740437
885,35.9938048,31711.2,322.9,16.72,152.96,2.47,134.59,4.83,28.01,0.38,39.34,7.84,4.48,0.11,0.4,A2O,31.33341,120.65994,6504.77,17.22740437
886,4.5491816,1950.78,101.87,7.03,6.03,1.89,50.22,14.04,12.85,0.2,13.93,8.4,1.76,0.54,0.26,OD,30.97928,120.65564,6294.7,17.80136612
887,2.3614708,1838,190,18.85,41.06,5.44,97.83,7.06,19.08,0.57,22.58,11.01,2.44,0.27,0.5,A2O,30.97383,120.64004,6294.7,17.80136612
889,0.86156,0.67,50.88,15.24,14.4,3.04,16.29,6.22,3.89,2.07,18.19,13.3,0.6,0.19,0.85,CAS,30.90746,120.65534,6294.7,17.80136612
890,0.8216676,16.14,115.67,32.23,106.62,10.63,144.66,12.82,16.42,7.9,18.57,8.04,2.55,0.34,0.09,OD,30.97383,120.64004,6294.7,17.80136612
891,1.0699272,188.04,203.67,16.01,71.31,1.87,74.33,7.84,22.9,0.42,27.4,11.29,2.53,0.19,0.31,A2O,30.93973,120.41142,6294.7,17.80136612
892,5.3299432,4765.5,313.5,33.28,103.7,8.11,79.62,4.61,33.29,0.48,47.21,9.26,7.13,0.29,0.36,CAS,31.01928,120.81428,6294.7,17.80136612
893,22.9027264,24961.3,303.49,17.41,131.69,2.65,118.82,6.01,26.1,0.42,36.19,9.96,4.22,0.22,0.25,A2O,31.257963,120.515843,6504.77,17.22740437
895,7.6015656,5025.77,116.96,15.91,45.53,4.48,113.38,10.01,14.97,1.81,17.04,9.04,1.59,0.34,0.25,OD,31.38476,120.58749,6504.77,17.22740437
896,12.243564,13974.7,313.35,17.82,110.18,2.51,194.24,4.39,23.63,0.19,34.56,8.63,4.77,0.14,0.33,A2O,31.400323,120.624021,6504.77,17.22740437
897,4.4467356,4639.9,234.42,16.47,124.37,1.75,127.68,3.19,24.5,0.16,32.31,6.19,3.98,0.06,0.4,A2O,31.31551,120.4053,6504.77,17.22740437
898,5.7206136,6160.1,267.85,18.45,90.19,1.41,129.42,5,21.71,0.34,30.81,8.34,4.37,0.13,0.34,OD,31.26864,120.64985,6504.77,17.22740437
899,1.3431648,2287.3,173.77,13.63,72.37,1.97,71.35,3.74,9.35,0.32,17.12,2.25,1.91,0.02,0.46,A2O,31.11906,120.31713,6294.7,17.80136612
900,11.7623212,16315.06,346.29,20.73,131.57,2.9,136.44,4.32,26.69,0.68,32.61,7.49,2.9,0.12,0.34,OD,31.48666,121.12844,6344.63,17.66494536
901,9.8049148,12470.58,322.95,21.68,135.27,3.06,150.37,3.06,30.46,0.28,38.76,3.27,5.19,0.12,0.45,OD,31.45817,121.09281,6344.63,17.66494536
902,8.0727448,24610,439.06,29.74,264.54,7.48,239.25,5.99,57.45,1.39,72.41,12.53,4.12,0.32,0.78,A2O,30.946028,120.617617,6294.7,17.80136612
903,13.7562896,6805.75,173.76,13.78,86.73,2.51,209.1,6.63,21.97,1.14,27.43,11.31,4.66,0.34,0.3,A2O,30.902403,120.636518,6294.7,17.80136612
904,17.5533076,15046.87,197.82,9.84,105.84,2.27,171.21,7.2,25.08,0.41,25.82,7.97,2.45,0.18,0.25,A2O,30.905922,120.670142,6294.7,17.80136612
905,1.074778,150.14,240.24,27.89,91.29,5.83,141.65,7.84,21.97,1.64,33.22,7.96,2.73,0.16,0.5,A2O,30.915518,120.655967,6294.7,17.80136612
906,5.3743968,6099.4,237.14,21.76,115.8,3.98,160.76,5.41,21.54,1.79,23.9,7.11,2.51,0.16,0.37,CAS,30.877205,120.547431,6294.7,17.80136612
907,3.3123724,1776,213.23,19.97,82.56,14,119.58,12.24,27.34,0.76,40.99,12.88,3.08,0.54,0.3,OD,30.905922,120.670142,6294.7,17.80136612
908,0.7126332,424.02,155.25,23.02,71.13,1.68,121.59,8.72,18.22,1.53,24.55,9.5,2.4,0.12,0.57,SBR,30.89608,120.68019,6294.7,17.80136612
909,2.7471456,250,347,162.94,170.73,57.94,258.87,63.71,40.64,13.34,42.78,16.26,5.1,1.08,0.1,OD,30.89608,120.68019,6294.7,17.80136612
910,6.543874,3709.46,195.07,18.18,87.19,4.92,160.02,6.29,22,0.78,36.32,9.57,2.1,0.27,0.33,AO,30.9282,120.53006,6294.7,17.80136612
911,3.963538,4741.4,245.16,25.36,64.14,7.83,147.88,9.26,49.03,4.52,58.18,13.69,7.24,0.39,0.3,CAS,31.86264,120.51556,6709.44,16.66819672
913,1.508454,639.5,161.85,14.77,88.47,7.13,144.04,7.09,27.16,2.26,37.33,10.05,1.97,0.23,0.23,AO,31.98438,120.56025,6709.44,16.66819672
914,7.1687584,8878.69,355.39,16.31,146.34,5.83,149.68,5.83,29.21,0.21,40.66,6.72,3.93,0.11,0.39,CAS,31.86376,120.56732,6709.44,16.66819672
915,3.555202,1179.48,139.92,13.47,62.12,5.3,107.36,4.2,17.28,1.61,24.47,8.65,2.13,0.25,0.22,CAS,31.92883,120.60603,6709.44,16.66819672
916,2.171276,326.98,143.49,12.11,105.4,4.98,115.3,6.15,22.93,0.5,23.51,6.79,5.91,0.38,0.24,CAS,31.9172772,120.6889321,6709.44,16.66819672
917,1.6571636,372.12,364.77,40.02,166.1,17.32,86.42,6.99,44.53,8.93,72.63,18.03,5.74,0.73,0.35,CAS,31.78769,120.62875,6709.44,16.66819672
918,1.9098396,2020.67,282.84,18.45,138.72,2.57,137.58,10.62,30.4,1.3,48.31,13.5,3.05,0.42,0.33,OD,33.54293,118.74841,6933.22,16.05677596
919,3.382528,2883,139.12,13.17,56.03,4.72,137.43,3.78,20.61,0.84,24.29,10.45,2.51,0.18,0.27,OD,31.31705,120.78113,6504.77,17.22740437
920,0.896312,705.3,223.6,19.68,34.14,3.38,80.93,4.94,17.96,1.25,30.54,9.87,6.5,0.32,0.31,Other,32.56175,120.70449,6895.07,16.16101093
921,0.6829492,150,222.05,19.21,107.07,6.26,162.28,6.51,18.3,0.36,26.11,7.15,3.56,0.22,0.37,A2O,32.50679,120.32622,6895.07,16.16101093
922,1.8788524,142.8,116.9,21.08,31.33,6.32,43.35,7.59,13.81,1.29,23.11,6.47,1.6,0.25,0.28,AO,32.552153,120.539402,6895.07,16.16101093
923,3.520812,1902.5,148.71,16.38,54.93,6.03,62.86,8.69,10.97,1.18,21.1,9.83,1.77,0.2,0.29,OD,32.5330799,120.46759,6895.07,16.16101093
924,0.36924,12.32,304.34,32.35,143.33,8.96,144.73,15.02,42.88,3.9,44.71,11.5,5.96,0.33,0.47,OD,39.0031999,117.71071,7835.25,13.59221311
925,4.3354568,733.86,116.28,9.48,47.46,4.52,135.29,4.95,11.92,0.95,15.45,3.95,4.1,0.34,0.15,OD,32.4800421,120.4658942,6895.07,16.16101093
926,9.1643196,7610,124.7,26.87,53.1,2.16,54.48,7.36,17.46,1.26,29.1,10.36,1.88,0.24,0.32,A2O,32.22372,120.6433,6709.44,16.66819672
927,0.469876,7.97,74.64,14.92,15.25,4.49,56.59,13.82,6.25,0.43,15.49,4.36,0.94,0.39,0.19,A2O,32.29925,120.40574,6895.07,16.16101093
928,0.7389144,120,274.94,25.94,116.56,7.25,83.99,8.42,60.71,3.18,79.8,32.36,6.71,2.85,0.53,CAS,32.3827633,120.6103959,6895.07,16.16101093
929,4.3106236,1240.7,245.67,21.96,57.47,5.66,165.3,14.44,24.42,0.98,30.34,11.09,3.38,0.55,0.19,OD,32.16481,121.22354,6572.01,17.04368852
930,16.4547824,13966.83,226.55,15.27,73.63,2.94,110.81,2.16,25.03,0.2,34.77,6.84,5.21,0.14,0.47,A2O,32.34741,120.62317,6895.07,16.16101093
931,3.0463748,2818.49,158.16,17.05,64.26,2.48,212.02,5.74,11.5,0.29,16.01,5.92,3.26,0.15,0.44,A2O,32.439682,120.755554,6895.07,16.16101093
932,26.3331108,36424.75,409.58,18.87,173.09,1.59,378.81,3.15,45.06,0.27,59.69,10.99,5.62,0.13,0.29,A2O,31.88464,121.23905,6572.01,17.04368852
933,1.1799752,640.38,294.27,17.68,109.83,2.82,139.29,7.05,37.96,0.72,46.14,8.09,3.98,0.28,0.61,A2O,32.11534,121.44991,6572.01,17.04368852
934,0.8632252,335.42,257.91,19.09,85.09,1.85,95.04,8.01,24.82,0.37,31.48,8.28,3.4,0.08,0.41,SBR,32.02801,121.73047,6517.45,17.19275956
935,16.9711392,9725.53,191.61,13.13,89.32,5.42,71.84,4.13,18.62,0.26,30.62,10.41,1.7,0.22,0.36,SBR,31.80332,121.67156,6517.45,17.19275956
936,1.1654228,10.19,147.68,25.72,39.49,7.73,42.11,10.17,21.6,1.71,52.9,6.66,2.99,0.3,0.13,A2O,31.71172,121.83225,6308.37,17.76401639
937,1.4879648,312.82,143.35,11,59.95,3.47,90.6,3.47,10.36,0.24,16.18,7.17,1.31,0.24,0.44,A2O,32.06042,121.60263,6517.45,17.19275956
938,0.66065,40.1,349.66,22.25,152.62,7,44.31,10.46,10.65,0.87,20.34,3.36,3.17,0.32,0.36,CAS,32.085432,120.686074,6709.44,16.66819672
939,0.6573196,22.4,127.64,12.34,50.44,4.22,85.51,6.41,25.77,0.37,29.53,5.85,3.64,0.26,0.15,A2O,32.07613,120.74845,6709.44,16.66819672
941,1.167088,550.5,100.71,28.03,42.14,4.14,32.18,9.82,23.34,0.93,26.54,16.55,2.37,0.68,0.9,CAS,32.01342,121.06242,6572.01,17.04368852
942,4.762472,5746,225.87,21.86,98.65,11.93,118.14,13.42,37.04,1.01,43.92,13.78,3.71,0.37,0.31,A2O,32.01292,120.96861,6572.01,17.04368852
943,27.1841728,54793,569.98,36.24,124.66,2.21,363.65,4.95,21.73,1.17,34.97,6.5,4.03,0.06,0.59,A2O,31.92049,120.9351,6709.44,16.66819672
944,22.858852,36503.11,317.55,36.6,106.98,3.42,109.46,4.42,21.06,2.79,30.74,7.27,3.71,0.3,0.35,A2O,32.00923,120.8915,6709.44,16.66819672
945,12.606288,12291.06,303.6,20.36,99.41,2.01,176.65,4,35.47,0.5,43.92,9.94,5.78,0.21,0.28,Other,31.971828,120.945359,6572.01,17.04368852
946,56.256248,57862.15,241.32,14.77,122.44,3.27,94.71,1.64,26.88,0.57,32.81,8.78,2.89,0.16,0.34,OD,31.98947,120.86863,6709.44,16.66819672
947,28.3009428,17487.86,373.28,21.14,109.21,2.41,137.66,4.46,46.09,0.59,50.48,11.03,4.14,0.14,0.29,SBR,32.03597,120.80858,6709.44,16.66819672
948,1.271344,346.9,136.02,20.6,44.43,5.53,66.05,5.7,19.18,0.39,31.61,11.36,2.19,0.24,0.45,A2O,32.256656,121.371981,6685.67,16.73314208
949,2.093808,1263.1,161,17.49,60.13,6.95,71.43,7.99,25.16,0.41,28.53,8.93,1.93,0.4,0.23,A2O,32.149458,121.268114,6572.01,17.04368852
950,1.928012,596.5,63.41,12.44,18.33,3.15,37.88,6.6,12.25,0.26,15,6.83,1.5,0.29,0.55,A2O,34.10584,119.3359,7144.68,15.47901639
951,9.2524304,3689.98,136.68,18.86,42.16,4.5,55.98,5.36,16.78,0.23,25.7,7.97,1.57,0.2,0.46,A2O,34.306115,119.258244,,15.52967213
952,28.1268208,21046.18,151.47,17.33,52.24,2.77,67.63,6.23,27.87,1.17,32.21,10.36,3.29,0.17,0.3,A2O,34.5720299,119.16348,7126.14,15.52967213
953,7.199456,7824.9,150.74,19.61,110.44,5.54,115.49,6.13,7.73,0.37,13.05,5.05,1.36,0.19,0.27,CAS,22.2730219,114.1498806,4017.78,24.02245902
954,1.6885852,226,188.5,27.58,87.92,8.36,92.59,8.5,19.22,2.57,27.61,8.09,1.54,0.25,0.25,A2O,35.06924,119.22555,7227.13,15.25374317
955,12.522304,14838.53,243.35,35.47,101.42,4.21,112.35,5.94,23.4,0.59,27.45,10.94,3.51,0.2,0.3,A2O,34.69461,119.22242,7126.14,15.52967213
956,4.913064,2804.46,133.03,16.54,57.16,2.02,86.7,2.24,21.91,0.22,27.09,10.34,2.2,0.27,0.24,A2O,34.595313,118.485361,7172.78,15.40224044
957,0.5072344,589,362.47,33.48,125.76,7.99,177.75,6.98,36.38,1.63,47.22,12.19,5.94,0.37,0.09,OD,34.2719036,119.2411432,7126.14,15.52967213
958,0.1267,133,133.99,18.84,56.08,5.98,58.23,6.51,25.6,1.4,47.7,7.29,3.12,0.25,0.35,A2O,33.63429,119.11505,7096.26,15.61131148
959,5.0552576,4653.02,279.22,18.97,101.53,5.72,442.98,7.96,20.05,0.34,28.5,9.76,3.65,0.13,0.51,A2O,33.29,118.88467,6933.22,16.05677596
960,15.7464932,9676.3,205.41,15.15,94.17,4.58,160.35,6,17.1,0.6,21.86,8.38,3.68,0.3,0.36,CAS,33.532579,119.172526,7096.26,15.61131148
961,11.489156,5160.36,295.78,27.36,73.05,6.73,279.55,6.5,21.17,0.93,29.64,7.66,4.33,0.18,0.31,A2O,33.30548,118.92925,6933.22,16.05677596
962,1.116046,467.85,123.28,16.56,40.99,4.54,125.53,5.47,14.57,0.61,17.27,5.9,2.37,0.17,0.21,A2O,33.56235,119.23704,7096.26,15.61131148
963,1.629,924,209.35,12.14,22.71,3.03,188.76,17.83,20.55,0.86,33.43,10.52,7.34,0.56,0.18,CAS,33.6390082,119.1182467,7096.26,15.61131148
965,8.9907044,4546.59,111.28,12.34,37.75,3.95,110,12.34,15.57,1.53,20.88,9.36,2.06,0.29,0.26,SBR,33.5734029,119.0493824,6933.22,16.05677596
966,24.7319124,12456.77,155.09,21.24,44.02,2.44,158.26,7,21.08,0.37,30.51,10.98,3.66,0.24,0.33,A2O,33.5734029,119.0493824,6933.22,16.05677596
967,24.9470852,27962.02,172.17,28.32,57.44,3.26,139.02,7,19.15,0.9,27.83,8.79,2.4,0.13,0.29,CAS,33.5741059,119.0156625,6933.22,16.05677596
968,4.3009944,2301.7,227.97,24.13,121.29,7.55,127.98,7.03,26.71,0.87,33.48,8.32,2.9,0.09,0.19,CAS,33.551052,119.113185,7096.26,15.61131148
969,12.1600868,4976.8,144.89,21.02,50.74,3.91,128.28,5.47,23.72,0.45,33.83,11.52,4.6,0.23,0.26,Other,33.723585,119.182601,7096.26,15.61131148
970,0.97016,232.75,102.35,20.56,21.22,1.97,86.13,12.38,14.92,1.61,19.4,12.16,1.49,0.71,0.29,OD,33.99852,119.40901,7144.68,15.47901639
971,5.49516,2212.46,87.43,20.62,30.57,3.1,112.74,6.54,22.43,0.48,26.74,11.03,1.28,0.11,0.32,AO,33.00305,118.49977,6923.97,16.08204918
972,8.8202748,4215.49,180.49,19.19,91.98,3.71,193.98,4.08,13.33,0.68,19.23,6.62,2.8,0.1,0.47,A2O,32.851854,120.294386,7005.5,15.85928962
973,0.3941456,129.7,193.65,25.78,92.69,13.43,122.09,10.91,22.79,3.2,28.89,9.41,2.55,0.33,0.36,SBR,33.837355,119.663117,7144.68,15.47901639
974,11.1957188,2361,154.08,16.46,60.63,4.33,150.9,7.28,26.15,0.6,33.8,9.18,1.95,0.22,0.25,A2O,33.51115,119.81723,7114.31,15.56199454
975,2.1877108,4220.3,366.1,22.41,111.89,8.99,204.75,16.33,59,2.32,64.09,14.4,5.4,0.44,0.55,CAS,33.472207,119.837313,7114.31,15.56199454
977,4.8934436,3094.5,150.12,13.87,58.41,5.7,129.58,10.53,13.39,1.21,19.5,7.19,2.2,0.56,0.24,OD,33.492339,119.804663,7114.31,15.56199454
978,2.9129416,2436.83,135.46,15.74,76.02,2.24,72.58,4.64,19.36,0.28,21.49,8.3,1.96,0.11,0.41,A2O,33.5167302,119.8556901,7114.31,15.56199454
979,3.5846688,5213.95,407.15,15.41,143.13,5.2,292.38,1.84,21.46,0.47,26.2,6.01,3.36,0.1,0.35,A2O,33.8086,119.81794,7196.81,15.3365847
980,3.362256,2626.44,258.59,16.82,117.58,2.4,261.03,7.21,15.02,4.28,26.46,11.54,2.79,0.39,0.44,A2O,33.255559,120.737199,6940.08,16.03803279
981,8.111696,474.21,223.45,23.77,98.94,3.02,106.68,5.91,21.17,0.41,24.58,8.78,2.24,0.34,0.29,A2O,33.9843844,119.8406803,7196.81,15.3365847
982,1.856336,773.8,123.25,12.41,35.95,2.15,129.92,5.5,9.32,0.47,21.21,7.38,1.46,0.23,0.64,Other,33.198697,120.501101,6956.47,15.99325137
983,9.183216,4666.77,221.27,26.42,70.26,7.81,160.03,7.51,23.64,1.04,38.28,10.51,2.26,0.18,0.24,OD,33.7749599,120.25815,7196.81,15.3365847
984,0.414128,292.5,258.53,27.74,110.3,5.96,217.27,14.51,53.12,33.12,57.75,39.29,5.43,0.48,0.41,SBR,33.82109,120.4332,6925.32,16.07836066
985,0.1300304,50,170.23,19.23,79.67,10.44,166.06,12.52,29.88,2.12,37.72,11.59,2.3,0.7,0.35,CAS,33.8202699,120.48604,6925.32,16.07836066
986,7.3939224,5017,158.16,34.19,57.01,7.19,73.79,7,19.4,1.5,25.38,11.9,3.61,0.36,0.24,CAS,34.1991899,119.57839,7144.68,15.47901639
987,1.61452,273.35,59.27,11.86,26.38,3.34,43.36,2.81,13.79,0.26,18.68,9.36,1.69,0.24,0.4,A2O,33.181178,120.445151,6956.47,15.99325137
988,9.72267564,4654.92,139.52,12.83,58.76,4.87,133.17,11.16,27.73,3.37,32.55,10.25,2.96,0.57,0.22,OD,33.237768,120.271104,7005.5,15.85928962
989,9.2187644,17514,338.21,21.74,169.42,6.2,239.35,6.54,37.27,0.67,60,12.59,4.55,0.33,0.25,OD,33.3248554,120.2137847,7114.31,15.56199454
990,9.2187644,9434.79,223.32,17.44,94.38,4.66,136.14,6.74,22.33,0.29,31.7,8.61,4.58,0.38,0.29,CAS,33.3248554,120.2137847,7114.31,15.56199454
991,20.698798,19225,280.94,26.35,106.8,4.71,297.86,4.16,20.92,0.62,26.43,9.73,5.6,0.18,0.33,A2O,33.39861,120.15538,7114.31,15.56199454
992,0.3655476,196.1,96.07,7.44,31.7,2.05,59.51,2.04,16.73,0.33,20.7,9.51,1.58,0.25,0.64,OD,33.21504,120.3853,6956.47,15.99325137
995,12.7384904,12472.2,208.26,18.89,83.3,7.4,218.63,5.28,22.64,0.65,30.89,8.13,3.28,0.22,0.31,Other,33.238224,119.33121,6940.64,16.03650273
996,0.9370732,1387.3,224.75,32.52,149.05,13.34,169.22,9.55,29.48,0.86,35.72,16.93,3.76,0.62,0.53,CAS,33.253825,119.280413,7096.26,15.61131148
997,6.4816824,9263.01,377.12,15.65,147.47,2.03,220.47,6.55,22.88,0.75,35.57,7.28,4.9,0.14,0.36,A2O,32.894042,119.421978,6940.64,16.03650273
998,15.9382808,8433.33,218.85,17.19,80.97,6.74,193.25,11.63,20.5,1.42,33.37,4.22,2.63,0.22,0.19,OD,32.7774825,119.468524,6940.64,16.03650273
1001,16.2724792,13360,330.33,26.51,195.02,5.25,177.9,5.03,32.7,0.8,49.34,10.61,2.74,0.24,0.3,CAS,32.44063,119.58012,6835.1,16.32486339
1002,0.2702692,28.6,137.75,25.85,46.64,7.98,97.8,10.85,31.62,0.86,40.12,12.54,3.27,0.76,0.55,A2O,32.62432,119.766662,6890.29,16.17407104
1003,45.67716,36882.68,241.32,25.22,102.67,2.99,144.61,4.97,26.77,0.61,31.7,8.97,2.76,0.12,0.33,A2O,32.35366,119.47265,6835.1,16.32486339
1004,46.87176,49836.15,244.82,25.69,104.62,2.71,130.8,5.4,28.99,0.33,36.19,9.73,3.34,0.25,0.32,SBR,32.3137506,119.448752,6835.1,16.32486339
1006,2.99736,1105.39,201.91,11.1,66.66,3.8,99.68,2.79,15.41,0.42,18.84,10.28,2.8,0.2,0.35,OD,32.26575,119.09353,6835.1,16.32486339
1007,3.452756,8931,427.63,20.74,153.84,3.63,189.71,7.59,23.85,0.72,31.22,3.05,4.08,0.09,0.44,AO,31.8328,119.72419,6684.15,16.73729508
1008,2.1627328,743.94,85.08,9.46,48.41,7.34,44.47,2.87,16.77,1.59,30.32,10.05,1.89,0.18,0.33,OD,31.9989,119.73966,6684.15,16.73729508
1009,1.8162264,1090.7,260.77,16.41,114.82,7.59,192.38,8.86,42.67,0.97,45.36,10.82,2.96,0.22,0.73,A2O,32.0775,119.76725,6684.15,16.73729508
1010,1.7586684,1080.6,159.96,12.05,58.5,1.48,70.77,6,25.86,0.36,29.43,8.88,2.28,0.14,0.34,OD,32.0775,119.76725,6684.15,16.73729508
1011,13.565588,10344.66,141.15,16.14,48.16,1.44,96.6,5.85,18.14,0.68,22.97,10.58,2.47,0.26,0.33,SBR,31.97041,119.59853,6755.02,16.5436612
1012,4.7209868,3557.09,248.22,14.68,63.84,1.25,123.81,5.84,25.72,1.46,29.92,11.7,2.62,0.33,0.23,AO,31.99143,119.59709,6755.02,16.5436612
1013,43.96128,39963.6,209.38,12.89,98.91,2.98,146.66,7.43,27.54,0.66,29.93,8.46,3.26,0.08,0.24,A2O,32.1985878,119.4076295,6755.02,16.5436612
1014,1.3884872,602.2,105.46,9.61,48.91,5.88,115.66,6.92,16.5,1.11,29.19,10.1,1.3,0.2,0.4,OD,32.056776,119.578957,6755.02,16.5436612
1015,1.1599204,889.47,79.73,20.67,54.07,2.09,185.07,6.92,12.87,0.2,18.36,5.26,3.69,0.14,0.58,A2O,31.91464,119.32728,6755.02,16.5436612
1016,21.326506,30238.93,296.24,28.73,127.39,6.27,144.36,7.03,48.82,0.63,59.69,13.11,6.37,0.3,0.34,SBR,31.948033,119.158283,6755.02,16.5436612
1017,11.986544,19713,124.02,25.74,65.41,5.29,163.42,5.91,18.45,0.76,22.04,10,1.74,0.35,0.32,A2O,32.178249,119.850276,6684.15,16.73729508
1018,4.9624408,9304.1,208,24.7,70.88,6.29,209.84,5.69,37.56,0.73,49.73,7.77,4.14,0.3,0.56,CAS,32.198098,119.433068,6755.02,16.5436612
1019,5.2194608,5777.3,245.59,13.66,118.57,2.91,132.88,6.99,23.77,0.6,29.95,10.26,3.48,0.12,0.33,A2O,32.10938,119.47344,6755.02,16.5436612
1020,9.497432,9586.46,220,16.7,99.12,2.96,157.17,7.5,22.14,0.45,27.4,9.82,3.39,0.11,0.3,A2O,32.19805,119.75213,6684.15,16.73729508
1021,3.569682,3047.08,203.25,15.98,99.74,3.05,117.45,7.32,23.96,0.47,27.51,8.87,2.08,0.11,0.25,A2O,32.167279,119.574798,6755.02,16.5436612
1022,10.5759024,9955.57,246.92,15.5,122.2,3.07,142.01,7.25,29.16,0.45,33.57,10.87,2.52,0.08,0.34,CAS,32.21304,119.51263,6755.02,16.5436612
1023,12.4973984,8288.64,239.43,23.39,80.32,3.33,213.75,6,17.59,0.76,25.38,10.71,2.86,0.27,0.38,A2O,31.962378,120.247769,6684.15,16.73729508
1026,2.0219872,1270.5,229.23,19.18,120.93,7.57,198.3,8.21,39.87,0.96,60.64,29.64,5.54,2.31,0.71,SBR,32.05356,120.40521,6709.44,16.66819672
1027,1.1552868,533.5,152.22,18.67,72.91,7.97,63.48,9.34,8.77,1.31,11.98,6.59,1.67,0.38,0.33,OD,31.95368,120.2468,6684.15,16.73729508
1028,19.20048,34711.14,189.3,17.93,120.09,5,135.63,3.39,23.89,1.13,28.83,3.16,2.2,0.2,0.23,CAS,32.3464624,119.9318467,6890.29,16.17407104
1029,0.9037692,30,100.59,9.7,51.15,1.05,80.6,2.56,14.53,0.29,19.77,4.99,4.18,0.14,0.38,A2O,32.03707,120.01406,6684.15,16.73729508
1030,0.5482852,25.63,78.74,15.79,25.02,4.06,81.09,9.17,10.59,2.08,14.93,5.1,1.87,0.63,0.33,CAS,32.18585,120.15687,6684.15,16.73729508
1031,0.552774,153.22,131.06,15.01,106.41,11.41,138,9.59,29.87,1.46,36.17,14.37,3.28,0.38,0.94,AO,32.34265,120.1474,6890.29,16.17407104
1032,0.0308424,15.89,251.24,32.37,119.08,12.89,143.48,6.38,33.37,3.1,35.85,12.89,3.62,0.6,0.31,OD,32.2954,119.994274,6890.29,16.17407104
1033,5.5800128,9209.52,214.92,20.71,86.87,2.04,103.81,4.67,16.66,0.34,22.87,7.07,2.46,0.14,0.35,A2O,32.25156,120.22885,6890.29,16.17407104
1034,7.715668,2454.31,169.59,18.19,73.96,6.35,119.53,6.76,28.67,1.61,41.9,10.15,2.7,0.25,0.3,AO,32.92963,119.86079,7005.5,15.85928962
1035,0.704452,259.14,108.57,19.65,32.99,5.35,91.39,8.5,19.3,0.71,28.72,11.24,2.22,0.31,0.51,A2O,32.72507,120.13377,6890.29,16.17407104
