OID_,Capacity__10000_ton_,Actual_volume_in_2019__10000_ton_,Sludge_yield,CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3_Ninf,NH3_Neff,TNinf,TNeff,TPinf,TPeff,Electricity_consumption,Treatment_process,Latitude,Longitude
605,1,248.000000000000000,869.500000000000000,297.300000000000011,16.760000000000002,121.959999999999994,7.280000000000000,171.699999999999989,3.960000000000000,34.670000000000002,1.070000000000000,46.299999999999997,8.320000000000000,5.100000000000000,0.23,0.58,A2O,43.833269899999998,125.288449999999997
606,78,28037.000000000000000,265921.640000000013970,334.779999999999973,11.390000000000001,164.330000000000013,0.82,297.740000000000009,4.220000000000000,33.840000000000003,0.37,45.369999999999997,6.310000000000000,5.250000000000000,0.07,0.34,A2O,43.948429999999988,125.354450000000000
607,5,1119.000000000000000,3319.500000000000000,174.039999999999992,27.480000000000000,58.130000000000003,2.740000000000000,66.489999999999995,8.920000000000000,24.629999999999999,0.5,28.850000000000001,12.520000000000000,3.260000000000000,0.37,0.21,OD,44.037804999999999,125.271107999999998
608,2.5,919.000000000000000,5426.000000000000000,94.000000000000000,17.079999999999998,22.520000000000000,4.290000000000000,46.880000000000003,7.670000000000000,17.170000000000002,0.61,20.469999999999999,7.230000000000000,1.960000000000000,0.5,0.29,A2O,43.572119999999998,125.660229999999999
609,4,522.000000000000000,1787.940000000000055,149.819999999999993,16.210000000000001,74.590000000000003,5.560000000000000,145.520000000000010,6.520000000000000,24.899999999999999,1.220000000000000,34.810000000000002,9.050000000000001,1.760000000000000,0.26,0.41,OD,43.906030000000001,125.279780000000002
610,10,3590.000000000000000,28907.950000000000728,253.719999999999999,18.149999999999999,88.890000000000001,3.560000000000000,169.090000000000003,6.410000000000000,24.399999999999999,0.43,30.690000000000001,9.789999999999999,3.480000000000000,0.25,0.46,A2O,43.858168999999997,125.185507999999999
611,15,3605.000000000000000,21168.360000000000582,342.579999999999984,25.320000000000000,124.069999999999993,4.940000000000000,260.639999999999986,6.190000000000000,22.219999999999999,2.850000000000000,32.789999999999999,9.619999999999999,4.110000000000000,0.48,0.41,A2O,43.856006000000001,125.214903000000007
612,2.5,267.000000000000000,2574.030000000000200,204.370000000000005,20.850000000000001,150.139999999999986,13.420000000000000,147.490000000000009,1.360000000000000,31.000000000000000,1.490000000000000,33.240000000000002,18.309999999999999,3.270000000000000,0.83,0.61,SBR,43.858359999999998,125.234939999999995
613,2.5,64.000000000000000,31.100000000000001,169.240000000000009,9.170000000000000,80.450000000000003,4.750000000000000,90.480000000000004,6.640000000000000,37.399999999999999,0.83,45.450000000000003,8.440000000000000,1.950000000000000,0.27,0.7,OD,43.828656000000002,125.098695000000006
614,3,765.000000000000000,9857.930000000000291,372.480000000000018,37.130000000000003,184.270000000000010,5.190000000000000,142.379999999999995,4.930000000000000,43.270000000000003,1.570000000000000,46.240000000000002,9.640000000000001,5.520000000000000,0.16,0.47,A2O,42.985379999999999,126.805289999999999
615,15,5557.000000000000000,34227.739999999997963,344.899999999999977,22.859999999999999,159.710000000000008,6.050000000000000,368.509999999999991,8.109999999999999,18.879999999999999,0.61,29.280000000000001,9.940000000000000,5.450000000000000,0.19,0.34,AO,43.901296299999998,126.512039799999997
616,30,8624.000000000000000,71334.729999999995925,371.740000000000009,21.840000000000000,176.750000000000000,6.470000000000000,331.930000000000007,8.330000000000000,22.510000000000002,0.96,31.260000000000002,9.420000000000000,4.170000000000000,0.14,0.38,A2O,43.901296299999998,126.512039799999997
617,1.5,37.000000000000000,75.000000000000000,130.530000000000001,20.190000000000001,73.219999999999999,7.460000000000000,100.000000000000000,9.830000000000000,22.340000000000000,0.6,28.710000000000001,8.380000000000001,2.640000000000000,0.2,0.39,Other,43.837839899999999,126.549440000000004
618,1.5,54.000000000000000,76.799999999999997,209.580000000000013,36.460000000000001,185.080000000000013,13.430000000000000,43.460000000000001,7.640000000000000,200.229999999999990,13.420000000000000,46.380000000000003,13.980000000000000,4.700000000000000,0.52,0.11,CAS,43.786560000000001,126.118210000000005
619,1,257.000000000000000,60.000000000000000,116.209999999999994,14.920000000000000,38.979999999999997,4.220000000000000,93.170000000000002,4.980000000000000,20.120000000000001,0.48,24.199999999999999,7.570000000000000,2.500000000000000,0.09,0.81,A2O,42.946619899999988,126.060460000000006
620,3,657.000000000000000,3100.300000000000182,118.670000000000002,22.820000000000000,61.719999999999999,8.310000000000000,121.120000000000005,8.740000000000000,11.520000000000000,2.290000000000000,23.570000000000000,8.140000000000001,2.420000000000000,0.24,0.58,A2O,43.701295999999999,126.530676999999997
621,12,4723.000000000000000,13153.489999999999782,213.930000000000007,18.420000000000002,94.629999999999995,4.540000000000000,134.930000000000007,10.850000000000000,22.350000000000001,1.200000000000000,23.449999999999999,12.550000000000001,2.890000000000000,0.61,0.28,OD,43.928519999999999,126.535139999999998
622,2.5,172.000000000000000,498.300000000000011,125.540000000000006,23.789999999999999,22.590000000000000,4.690000000000000,144.780000000000001,4.270000000000000,18.690000000000001,0.57,28.820000000000000,14.440000000000000,2.230000000000000,0.51,0.17,A2O,43.351610000000001,124.582380000000001
623,3,550.000000000000000,3124.000000000000000,284.600000000000023,20.180000000000000,136.400000000000006,6.950000000000000,198.719999999999999,8.000000000000000,38.189999999999998,2.250000000000000,43.450000000000003,10.970000000000001,4.070000000000000,0.36,0.32,CAS,43.342810000000000,125.320920000000001
624,0.5,36.000000000000000,94.400000000000006,112.049999999999997,12.029999999999999,44.229999999999997,6.680000000000000,87.540000000000006,7.430000000000000,16.840000000000000,1.020000000000000,21.270000000000000,7.540000000000000,1.950000000000000,0.3,0.47,OD,42.950370999999997,124.544528999999997
625,18,4770.000000000000000,46025.190000000002328,238.430000000000007,22.489999999999998,90.870000000000005,3.340000000000000,171.900000000000006,5.520000000000000,21.309999999999999,0.5,30.989999999999998,12.250000000000000,3.760000000000000,0.24,0.44,A2O,43.197380000000003,124.360900000000001
626,10,3788.000000000000000,23912.779999999998836,358.209999999999980,32.649999999999999,186.659999999999997,5.980000000000000,212.550000000000011,7.660000000000000,22.539999999999999,1.600000000000000,29.980000000000000,9.779999999999999,2.620000000000000,0.23,0.25,A2O,42.903919999999999,125.095269999999999
627,2,361.000000000000000,391.000000000000000,184.370000000000005,7.610000000000000,83.620000000000005,1.220000000000000,166.110000000000014,5.900000000000000,17.829999999999998,0.46,24.469999999999999,3.580000000000000,3.370000000000000,0.12,0.27,A2O,42.676531999999987,125.533163999999999
628,2,775.000000000000000,3757.840000000000146,237.849999999999994,18.789999999999999,110.219999999999999,3.830000000000000,193.750000000000000,5.260000000000000,30.680000000000000,0.63,34.479999999999997,7.300000000000000,3.880000000000000,0.19,0.43,AO,41.098219999999998,126.155050000000003
629,1.2,138.000000000000000,1879.430000000000064,207.469999999999999,25.120000000000001,83.609999999999999,2.410000000000000,35.670000000000002,5.880000000000000,15.869999999999999,0.57,35.409999999999997,8.260000000000000,1.460000000000000,0.29,1.910000000000000,A2O,41.772868000000003,126.045929000000001
630,2,782.000000000000000,110.000000000000000,99.879999999999995,32.250000000000000,58.359999999999999,8.960000000000001,66.140000000000001,9.760000000000000,16.420000000000002,4.950000000000000,19.300000000000001,8.410000000000000,1.070000000000000,0.26,0.29,SBR,42.339430000000000,127.273849999999996
631,2,422.000000000000000,3013.019999999999982,266.449999999999989,21.160000000000000,97.750000000000000,5.370000000000000,118.719999999999999,5.380000000000000,21.109999999999999,0.41,25.899999999999999,7.210000000000000,2.890000000000000,0.13,0.46,A2O,42.175548999999997,127.484116000000000
632,2.5,633.000000000000000,4515.000000000000000,245.699999999999989,24.719999999999999,105.359999999999999,2.720000000000000,109.790000000000006,7.140000000000000,23.010000000000002,1.330000000000000,28.280000000000001,13.560000000000000,2.640000000000000,0.22,0.44,A2O,42.388719899999998,126.813289999999995
633,2,469.000000000000000,823.470000000000027,215.750000000000000,12.350000000000000,99.370000000000005,5.990000000000000,138.860000000000014,9.910000000000000,11.699999999999999,1.140000000000000,19.020000000000000,3.670000000000000,1.920000000000000,0.19,0.5,A2O,41.442805999999997,128.213356000000005
634,2,621.000000000000000,1886.779999999999973,108.170000000000002,21.070000000000000,91.250000000000000,13.960000000000001,120.150000000000006,5.000000000000000,12.160000000000000,2.530000000000000,22.170000000000002,4.620000000000000,2.860000000000000,0.35,0.26,CAS,42.042490000000001,126.573899999999995
635,3,425.000000000000000,1712.900000000000091,121.000000000000000,16.000000000000000,58.850000000000001,4.220000000000000,111.340000000000003,8.869999999999999,11.199999999999999,0.46,15.260000000000000,4.550000000000000,1.730000000000000,0.38,0.24,CAS,45.010863999999998,126.068460999999999
636,3,489.000000000000000,1933.000000000000000,152.409999999999997,20.219999999999999,67.079999999999998,4.950000000000000,79.760000000000005,6.660000000000000,20.660000000000000,1.470000000000000,28.190000000000001,8.080000000000000,2.200000000000000,0.24,0.15,Other,45.009391999999998,124.049805000000006
637,5,1613.000000000000000,16596.000000000000000,290.829999999999984,9.690000000000000,132.969999999999999,2.920000000000000,162.979999999999990,3.350000000000000,29.100000000000001,0.23,40.060000000000002,6.380000000000000,4.720000000000000,0.13,0.32,OD,45.181980000000003,124.812870000000004
638,10,3783.000000000000000,11003.770000000000437,228.509999999999991,16.989999999999998,56.600000000000001,5.320000000000000,140.810000000000002,2.850000000000000,19.149999999999999,1.210000000000000,28.260000000000002,10.050000000000001,3.390000000000000,0.26,0.19,A2O,45.122729999999997,124.801199999999994
639,3,591.000000000000000,1803.000000000000000,303.129999999999995,18.629999999999999,129.060000000000002,6.740000000000000,196.240000000000009,7.410000000000000,34.600000000000001,2.950000000000000,40.210000000000001,9.880000000000001,3.750000000000000,0.32,0.6,CAS,44.275866000000001,123.975992000000005
640,1,102.000000000000000,0,1038.829999999999927,413.670000000000016,216.919999999999987,9.260000000000000,989.340000000000032,393.370000000000005,13.910000000000000,3.810000000000000,25.410000000000000,14.230000000000000,0.61,0.26,1.170000000000000,A2O,45.591881999999998,123.772262999999995
641,3,484.000000000000000,1332.029999999999973,153.699999999999989,11.289999999999999,61.119999999999997,2.120000000000000,101.469999999999999,6.650000000000000,24.160000000000000,0.53,27.850000000000001,8.960000000000001,2.700000000000000,0.17,0.3,A2O,44.812959900000003,123.088310000000007
642,3,595.000000000000000,5043.000000000000000,229.080000000000013,9.390000000000001,88.340000000000003,4.080000000000000,139.949999999999989,7.930000000000000,35.920000000000002,0.92,30.750000000000000,8.720000000000001,3.090000000000000,0.15,0.32,OD,45.853089999999987,123.221909999999994
643,10,2901.000000000000000,0,148.780000000000001,11.990000000000000,48.359999999999999,2.970000000000000,123.019999999999996,9.340000000000000,8.520000000000000,0.56,11.730000000000000,6.460000000000000,1.660000000000000,0.5,0.13,OD,43.389907000000001,128.262822999999997
644,4,769.000000000000000,1008.539999999999964,153.180000000000007,22.800000000000001,51.619999999999997,4.340000000000000,69.239999999999995,9.109999999999999,13.130000000000001,5.710000000000000,18.530000000000001,8.330000000000000,2.310000000000000,0.56,0.2,CAS,42.567819999999998,129.013209899999993
645,2.5,642.000000000000000,2235.889999999999873,166.250000000000000,25.059999999999999,61.000000000000000,3.480000000000000,104.650000000000006,4.790000000000000,20.710000000000001,0.38,23.899999999999999,8.820000000000000,1.200000000000000,0.22,0.26,A2O,42.796222000000000,129.469024999999988
646,1.5,131.000000000000000,1559.519999999999982,204.250000000000000,15.190000000000000,85.129999999999995,4.460000000000000,179.180000000000007,3.850000000000000,16.980000000000000,0.45,24.309999999999999,5.370000000000000,3.540000000000000,0.26,0.51,OD,42.968049899999997,129.843899999999991
647,2,623.000000000000000,2998.199999999999818,64.290000000000006,17.030000000000001,36.180000000000000,4.330000000000000,45.810000000000002,12.320000000000000,10.230000000000000,0.52,14.020000000000000,7.830000000000000,1.040000000000000,0.59,0.61,CAS,42.968049899999997,129.843899999999991
648,5,667.000000000000000,3691.250000000000000,228.039999999999992,18.030000000000001,119.099999999999994,6.470000000000000,116.599999999999994,6.310000000000000,24.300000000000001,1.260000000000000,30.960000000000001,10.310000000000000,6.270000000000000,0.25,0.32,OD,42.890129999999999,129.440320000000014
649,20,7097.000000000000000,18641.000000000000000,213.159999999999997,13.109999999999999,97.290000000000006,1.980000000000000,149.379999999999995,7.760000000000000,21.160000000000000,0.34,26.910000000000000,9.430000000000000,3.890000000000000,0.16,0.28,OD,42.917909999999999,129.582690000000014
650,5,1562.000000000000000,8047.159999999999854,433.410000000000025,31.820000000000000,142.719999999999999,6.600000000000000,337.839999999999975,8.779999999999999,35.210000000000001,2.010000000000000,45.969999999999999,11.970000000000001,7.760000000000000,0.19,0.46,A2O,42.539628000000000,125.709607000000005
651,5,1624.000000000000000,12781.270000000000437,240.189999999999998,14.960000000000001,117.450000000000003,3.340000000000000,109.629999999999995,3.480000000000000,39.740000000000002,0.37,43.729999999999997,10.109999999999999,5.760000000000000,0.18,0.6,CAS,43.462090000000003,124.744169999999997
652,1.5,99.000000000000000,97.959999999999994,112.079999999999998,28.000000000000000,56.530000000000001,12.000000000000000,40.000000000000000,13.000000000000000,14.750000000000000,1.640000000000000,16.340000000000000,1.800000000000000,1.100000000000000,0.45,0.18,OD,43.507924000000003,124.845033999999998
653,5,372.000000000000000,275.490000000000009,151.379999999999995,12.699999999999999,53.549999999999997,5.170000000000000,40.049999999999997,8.310000000000000,11.520000000000000,1.720000000000000,21.850000000000001,12.160000000000000,1.430000000000000,0.32,0.28,CAS,43.462090000000003,124.744169999999997
654,4.5,1219.569999999999936,10530.000000000000000,223.050000000000011,27.020000000000000,111.329999999999998,5.360000000000000,185.210000000000008,14.680000000000000,31.660000000000000,0.51,41.759999999999998,14.070000000000000,3.370000000000000,0.43,0.27,CAS,46.416697999999997,125.341993000000002
655,2,129.590000000000003,587.070000000000050,149.479999999999990,23.020000000000000,85.120000000000005,7.690000000000000,59.799999999999997,7.600000000000000,20.219999999999999,0.07,11.260000000000000,3.470000000000000,0.58,0.2,0.32,A2O,46.417729899999998,125.343789900000004
656,1,174.939999999999998,1311.589999999999918,254.750000000000000,26.739999999999998,109.819999999999993,10.130000000000001,114.650000000000006,7.590000000000000,28.050000000000001,1.430000000000000,34.700000000000003,10.690000000000000,3.630000000000000,0.28,0.39,CAS,46.084509999999987,127.406279999999995
657,1,77.069999999999993,293.120000000000005,314.029999999999973,19.180000000000000,152.210000000000008,1.020000000000000,244.289999999999992,2.850000000000000,40.240000000000002,0.26,50.020000000000003,5.560000000000000,4.080000000000000,0.24,1.610000000000000,AO,46.436692000000001,127.115982000000002
658,2,305.000000000000000,121.790000000000006,117.010000000000005,17.070000000000000,50.090000000000003,7.060000000000000,94.090000000000003,7.260000000000000,14.430000000000000,2.490000000000000,26.910000000000000,8.750000000000000,1.430000000000000,0.44,0.39,OD,47.607303999999999,126.087826000000007
659,1,141.000000000000000,753.700000000000045,300.259999999999991,17.480000000000000,151.430000000000007,8.740000000000000,106.400000000000006,17.160000000000000,39.829999999999998,1.590000000000000,51.780000000000001,2.070000000000000,4.100000000000000,0.49,0.26,SBR,48.241459900000002,126.491079999999997
660,1,107.000000000000000,173.569999999999993,85.129999999999995,17.960000000000001,32.579999999999998,2.790000000000000,101.829999999999998,3.780000000000000,11.320000000000000,0.73,23.820000000000000,4.040000000000000,1.970000000000000,0.22,0.41,CAS,45.788879999999999,127.153480000000002
661,2,633.000000000000000,1234.099999999999909,208.599999999999994,13.359999999999999,93.450000000000003,6.030000000000000,235.210000000000008,8.770000000000000,13.960000000000001,0.95,23.000000000000000,8.300000000000001,1.760000000000000,0.15,0.24,SBR,45.765709999999999,130.568279999999987
662,9.5,2628.000000000000000,14459.379999999999200,364.819999999999993,22.910000000000000,129.990000000000009,6.420000000000000,160.030000000000001,7.080000000000000,20.480000000000000,1.220000000000000,28.780000000000001,13.369999999999999,2.740000000000000,0.31,0.44,SBR,46.528720000000000,125.146310000000000
663,13,3066.000000000000000,14283.239999999999782,234.379999999999995,10.660000000000000,122.409999999999997,2.000000000000000,222.490000000000009,7.120000000000000,20.329999999999998,0.48,32.579999999999998,7.770000000000000,3.560000000000000,0.15,0.28,CAS,46.561819900000003,125.134150000000005
664,3,1037.099999999999909,2206.929999999999836,128.199999999999989,22.420000000000002,34.020000000000003,6.760000000000000,44.750000000000000,7.830000000000000,22.079999999999998,1.580000000000000,39.609999999999999,6.110000000000000,2.570000000000000,0.23,0.16,A2O,50.420824699999997,124.136726899999999
665,1.6,405.160000000000025,849.399999999999977,208.319999999999993,29.809999999999999,120.180000000000007,6.920000000000000,119.310000000000002,7.830000000000000,51.130000000000003,2.680000000000000,59.390000000000001,6.260000000000000,4.300000000000000,0.27,0.47,A2O,46.829140000000002,126.467010000000002
666,1,134.000000000000000,369.040000000000020,99.200000000000003,13.010000000000000,51.109999999999999,6.480000000000000,66.120000000000005,8.420000000000000,15.730000000000000,0.59,23.070000000000000,10.420000000000000,2.340000000000000,0.73,0.22,OD,48.364849900000003,134.307950000000005
667,1,305.230000000000018,1124.000000000000000,317.810000000000002,27.050000000000001,152.870000000000005,7.670000000000000,127.599999999999994,8.180000000000000,35.259999999999998,1.610000000000000,49.840000000000003,8.570000000000000,5.160000000000000,0.26,0.37,A2O,47.913846999999997,123.504741999999993
668,4,529.000000000000000,3793.309999999999945,158.590000000000003,13.550000000000001,67.439999999999998,1.590000000000000,153.879999999999995,5.770000000000000,15.130000000000001,0.14,22.309999999999999,5.810000000000000,2.500000000000000,0.11,0.41,CAS,45.756470000000000,126.812510000000003
669,10,2722.420000000000073,15070.319999999999709,435.410000000000025,26.879999999999999,186.460000000000008,4.010000000000000,561.350000000000023,2.900000000000000,21.670000000000002,0.37,42.399999999999999,8.300000000000001,10.750000000000000,0.19,0.44,CAS,45.761760000000002,126.645849999999996
670,25,7111.180000000000291,25132.889999999999418,277.600000000000023,12.660000000000000,90.480000000000004,1.890000000000000,375.120000000000005,4.100000000000000,9.970000000000001,0.22,16.230000000000000,6.750000000000000,6.140000000000000,0.22,0.24,CAS,45.741830000000000,126.575010000000006
671,5,1129.000000000000000,7470.850000000000364,166.430000000000007,9.560000000000000,58.820000000000000,2.100000000000000,48.850000000000001,5.270000000000000,23.649999999999999,0.17,26.579999999999998,9.520000000000000,2.640000000000000,0.24,0.24,A2O,45.895443999999998,126.575834000000000
672,10,3360.000000000000000,12558.340000000000146,156.900000000000006,19.440000000000001,48.640000000000001,6.050000000000000,139.169999999999987,6.050000000000000,10.830000000000000,0.53,13.650000000000000,5.920000000000000,1.830000000000000,0.19,0.25,Other,45.762999999999998,126.756150000000005
673,15,1867.000000000000000,9110.000000000000000,254.030000000000001,37.640000000000001,165.469999999999999,5.930000000000000,231.449999999999989,13.750000000000000,40.320000000000000,1.610000000000000,42.820000000000000,11.910000000000000,4.880000000000000,0.54,0.25,SBR,45.631953000000003,126.663912999999994
674,3,531.090000000000032,0,191.319999999999993,52.600000000000001,127.980000000000004,16.170000000000002,244.740000000000009,15.080000000000000,10.910000000000000,7.070000000000000,14.050000000000001,9.770000000000000,1.900000000000000,1.190000000000000,0.54,OD,45.708120000000001,126.814539999999994
675,3,564.139999999999986,0,378.360000000000014,189.759999999999991,187.229999999999990,75.230000000000004,75.909999999999997,47.729999999999997,187.860000000000014,94.930000000000007,21.230000000000000,9.800000000000001,3.940000000000000,0.68,0.07,SBR,45.989058999999997,126.602509999999995
676,2,927.429999999999950,7563.180000000000291,354.959999999999980,41.890000000000001,126.200000000000003,13.710000000000001,162.879999999999995,20.949999999999999,35.460000000000001,11.080000000000000,46.600000000000001,23.020000000000000,3.350000000000000,0.3,0.22,SBR,45.895443999999998,126.575834000000000
677,10,2199.000000000000000,7031.000000000000000,252.250000000000000,15.160000000000000,88.170000000000002,1.830000000000000,90.670000000000002,7.860000000000000,21.510000000000002,0.15,30.020000000000000,7.550000000000000,3.660000000000000,0.08,0.26,A2O,45.835464999999999,126.641869999999997
678,5,592.929999999999950,2237.519999999999982,61.780000000000001,9.250000000000000,21.870000000000001,1.460000000000000,66.969999999999999,6.580000000000000,17.190000000000001,1.370000000000000,18.910000000000000,9.430000000000000,1.560000000000000,0.25,0.24,Other,45.713889999999999,126.665040000000005
679,4,1397.299999999999955,12516.459999999999127,381.370000000000005,23.460000000000001,121.329999999999998,3.920000000000000,207.030000000000001,6.200000000000000,33.520000000000003,0.86,39.590000000000003,10.630000000000001,8.240000000000000,0.22,0.38,CAS,44.570880000000002,129.398740000000004
680,3,620.000000000000000,1870.119999999999891,241.960000000000008,31.920000000000002,119.120000000000005,5.510000000000000,142.389999999999986,9.820000000000000,19.609999999999999,0.73,31.050000000000001,14.960000000000001,4.020000000000000,0.53,0.37,Other,47.330015000000003,130.337073000000004
681,5,1632.230000000000018,9559.569999999999709,377.899999999999977,42.469999999999999,168.490000000000009,6.920000000000000,218.229999999999990,11.390000000000001,21.899999999999999,2.210000000000000,32.549999999999997,12.609999999999999,4.650000000000000,0.31,0.31,Other,47.252859899999997,130.239239999999995
682,2.5（一期）,863.139999999999986,1668.349999999999909,407.620000000000005,33.030000000000001,152.909999999999997,10.250000000000000,203.889999999999986,11.810000000000000,51.219999999999999,1.430000000000000,57.710000000000001,10.480000000000000,4.690000000000000,0.38,0.41,CAS,50.243460000000013,127.508939999999996
683,2,518.000000000000000,8036.880000000000109,333.519999999999982,25.449999999999999,185.000000000000000,6.180000000000000,237.030000000000001,3.900000000000000,46.409999999999997,0.96,50.009999999999998,6.710000000000000,4.140000000000000,0.18,1.220000000000000,SBR,46.799759899999998,130.318819999999988
684,0.5,114.500000000000000,666.000000000000000,204.330000000000013,42.090000000000003,158.500000000000000,9.050000000000001,146.110000000000014,8.590000000000000,25.100000000000001,3.240000000000000,35.770000000000003,13.770000000000000,2.000000000000000,0.44,0.61,SBR,46.961660000000002,128.887849899999992
685,1,154.580000000000013,787.639999999999986,101.569999999999993,12.910000000000000,46.030000000000001,2.630000000000000,124.709999999999994,5.510000000000000,8.320000000000000,0.18,15.920000000000000,9.119999999999999,1.800000000000000,0.22,0.3,A2O,47.577519899999999,130.828599999999994
686,0.5,120.450000000000003,162.000000000000000,496.209999999999980,30.120000000000001,84.450000000000003,7.390000000000000,235.319999999999993,6.660000000000000,12.539999999999999,0.68,15.119999999999999,3.690000000000000,1.960000000000000,0.13,0.51,CAS,51.728279999999998,126.661090000000002
687,1.5,451.699999999999989,2593.699999999999818,198.900000000000006,17.890000000000001,105.280000000000001,6.590000000000000,114.439999999999998,10.109999999999999,20.739999999999998,1.010000000000000,25.570000000000000,7.950000000000000,2.470000000000000,0.43,0.27,CAS,46.527847000000001,130.418268000000012
688,0.5,35.500000000000000,15.800000000000001,84.260000000000005,23.100000000000001,40.689999999999998,5.720000000000000,39.659999999999997,7.000000000000000,8.869999999999999,2.220000000000000,15.660000000000000,6.360000000000000,1.310000000000000,0.36,0.22,AO,45.207810000000002,130.488120000000009
689,2,182.500000000000000,193.629999999999995,347.819999999999993,20.800000000000001,196.710000000000008,8.609999999999999,235.439999999999998,8.170000000000000,50.990000000000002,6.320000000000000,36.320000000000000,10.380000000000001,18.780000000000001,1.470000000000000,0.52,CAS,45.210719900000001,130.904989999999998
690,0.5,28.000000000000000,46.750000000000000,216.069999999999993,29.930000000000000,59.880000000000003,8.199999999999999,199.159999999999997,13.960000000000001,23.800000000000001,1.930000000000000,30.940000000000001,2.510000000000000,0,0,0.37,A2O,47.054896999999997,130.295797999999991
691,0.5,28.000000000000000,0,121.340000000000003,30.840000000000000,107.230000000000004,11.210000000000001,106.090000000000003,9.170000000000000,11.890000000000001,2.970000000000000,21.539999999999999,11.080000000000000,2.190000000000000,0.42,0.17,AO,46.858310000000003,130.318919999999991
692,10,3116.199999999999818,9479.600000000000364,140.759999999999991,12.109999999999999,64.849999999999994,2.740000000000000,158.629999999999995,6.160000000000000,15.670000000000000,0.67,22.770000000000000,8.670000000000000,2.180000000000000,0.24,0.21,A2O,46.836590000000001,130.425680000000000
693,10,1260.700000000000045,8028.239999999999782,462.370000000000005,22.840000000000000,152.599999999999994,5.210000000000000,259.430000000000007,7.120000000000000,32.740000000000002,0.98,49.600000000000001,9.680000000000000,8.000000000000000,0.17,0.33,CAS,46.820428100000001,130.299431300000009
694,1.5,455.370000000000005,3139.500000000000000,382.589999999999975,33.539999999999999,94.150000000000006,8.750000000000000,254.889999999999986,11.150000000000000,38.939999999999998,2.440000000000000,49.219999999999999,12.050000000000001,5.070000000000000,0.4,0.25,SBR,46.252468000000000,126.289812999999995
695,2,657.000000000000000,3142.190000000000055,309.680000000000007,16.870000000000001,157.539999999999992,2.630000000000000,317.879999999999995,5.730000000000000,16.239999999999998,1.380000000000000,22.030000000000001,7.910000000000000,3.470000000000000,0.16,0.33,A2O,47.185336999999997,124.879786999999993
696,70,21892.360000000000582,167131.309999999997672,301.050000000000011,16.980000000000000,97.340000000000003,1.450000000000000,112.129999999999995,4.130000000000000,26.079999999999998,0.74,35.759999999999998,8.420000000000000,2.670000000000000,0.16,0.34,A2O,45.649169000000001,126.715001999999998
697,3,499.000000000000000,4009.639999999999873,129.599999999999994,28.109999999999999,54.340000000000003,6.810000000000000,33.070000000000000,6.720000000000000,20.120000000000001,1.090000000000000,35.060000000000002,7.650000000000000,4.330000000000000,0.38,0.38,CAS,45.559919999999998,131.910850000000011
698,10,3631.000000000000000,25507.779999999998836,243.639999999999986,42.799999999999997,86.680000000000007,8.240000000000000,196.389999999999986,14.289999999999999,24.809999999999999,2.180000000000000,29.129999999999999,14.650000000000000,2.670000000000000,0.87,0.16,AO,44.635190000000001,129.672169999999994
699,2,608.000000000000000,3093.929999999999836,121.019999999999996,14.119999999999999,87.260000000000005,8.490000000000000,138.500000000000000,6.790000000000000,32.579999999999998,1.110000000000000,48.180000000000000,11.029999999999999,3.620000000000000,0.33,0.22,AO,44.911990000000003,130.538350000000008
700,3.5,733.000000000000000,1557.799999999999955,171.680000000000007,20.140000000000001,53.259999999999998,2.400000000000000,101.200000000000003,9.039999999999999,10.350000000000000,0.31,12.650000000000000,6.030000000000000,2.000000000000000,0.37,0.19,OD,44.355075999999997,129.488225999999997
701,7.5,1843.000000000000000,5650.520000000000437,155.270000000000010,13.330000000000000,47.299999999999997,1.670000000000000,48.049999999999997,6.530000000000000,15.070000000000000,0.39,19.960000000000001,5.310000000000000,1.810000000000000,0.25,0.23,A2O,45.782290000000003,130.990080000000006
702,0.5,87.750000000000000,2.000000000000000,220.000000000000000,46.490000000000002,120.000000000000000,20.000000000000000,30.000000000000000,8.000000000000000,180.000000000000000,19.960000000000001,40.000000000000000,13.940000000000000,4.000000000000000,1.000000000000000,0.08,AO,47.142409899999997,123.785520000000005
703,1,184.000000000000000,421.500000000000000,217.180000000000007,27.899999999999999,91.549999999999997,6.080000000000000,258.610000000000014,13.630000000000001,33.990000000000002,5.260000000000000,43.000000000000000,10.060000000000000,3.600000000000000,0.4,0.51,SBR,47.516979900000003,122.887770000000003
704,3,890.700000000000045,5059.000000000000000,279.180000000000007,29.359999999999999,157.379999999999995,7.680000000000000,147.509999999999991,7.980000000000000,37.229999999999997,0.74,42.689999999999998,16.430000000000000,6.780000000000000,2.090000000000000,0.42,CAS,46.689659900000002,126.113870000000006
705,4,1241.000000000000000,6703.000000000000000,185.699999999999989,19.160000000000000,65.480000000000004,6.210000000000000,213.240000000000009,3.030000000000000,16.050000000000001,0.99,39.320000000000000,7.600000000000000,3.090000000000000,0.17,0.33,A2O,46.879669999999997,127.484809999999996
706,4,1241.569999999999936,4612.420000000000073,154.319999999999993,17.219999999999999,44.180000000000000,2.390000000000000,157.969999999999999,7.000000000000000,21.070000000000000,0.26,30.440000000000001,10.420000000000000,3.650000000000000,0.22,0.28,SBR,45.213679999999997,127.961659999999995
