Plant ID,Longitude,Latitude,Province,Annual_HDD,Treatment_process,Average_flow__MGD_,Sludgeield__tone__file2,CODinf,CODeff,BODinf,COD removal,TN removal,COD/BOD,COD/TN,BODeff,SSinf,SSeff,NH3_Ninf,NH3_Neff,TNinf,TNeff,TPinf,TPeff,Flow based EUI (kWh/m^3),COD removal based EUI (kWh/kg COD removed),Current electricity consumption (kWh/a),Current heat consumption (kWh/a),Current electricity recovery potential (kWh/a),Current heat recovery potential (kWh/a),Current effective heat recovery potential (kWh/a),Recoverable energy density (kWh/m3),Current recovered heat waste,Efficiency score,Efficiency_Group,Optimal EUI (kWh/kg COD removed),Optimal EUI (kWh/m3),Energy gap,Selected_Process,Electricity recovery after selection (kWh/a),Heat recovery after selection (kWh/a),Electricity consumption after upgrade,Heat consumption after upgrade,Effective heat recovery after selection (kWh/a),Recoverable energy density after selection (kWh/m3),EUI (kWh/m3),EUI (kWH/kg COD removed),New efficiency score,Optimal EUI after selection (kWh/kg COD removed),Optimal EUI after selection (kWh/m3),Energy gap after selection
67,117.715952,38.955388,Tianjin,7835.25,A2O,2.265396,4634,386.2,37.9,205.63,0.901864319,0.703637856,1.878130623,5.281728665,12.39,208.43,16.15,54.74,4.14,73.12,21.67,6.27,1.02,0.65,1.866207293,2050000,116000,276000,315000,116000,0.125237975,0.366,0.226611019,Inefficient,0.422903136,0.18435738,0.320678263,CEPT,441000,503000,1137164.561,162011.9806,162011.9806,0.19265306,0.415066938,1.191693765,0.505289481,0.602150324,0.209728958,0.081418884
68,117.71071,39.0031999,Tianjin,7835.25,CAS,2.0747668,440.5,199.41,16.01,69.06,0.919713154,0.825940483,2.88748914,5.598259405,3.5,148.6,5.75,16.85,0.71,35.62,6.2,9.41,0.48,0.24,1.308615049,690000,11000,85800,98000,11000,0.033767598,0.112,1,Efficient,1.308615049,0.243837227,0.861515822,CEPT,136000,155000,451198.0128,132102.0765,132102.0765,0.093524412,0.203477716,1.109475004,0.995413747,1.104386671,0.202544515,0.538252556
69,117.6511217,39.038721,Tianjin,7835.25,OD,15.21848,25741.1,387.22,17.61,169.75,0.954521977,0.881976925,2.281119293,6.03710633,3.09,249.57,4.46,46.97,0.46,64.14,7.57,6.71,0.6,0.25,0.676388626,5360000,642000,1600000,1830000,642000,0.106624849,0.351,0.570143994,Inefficient,0.385638913,0.173068181,0.383914197,HRAS,2915907.39,3332465.59,5330689.329,526255.3366,526255.3366,0.163702088,0.278544087,0.753616209,0.63743944,0.480384694,0.177554987,0.078020329
70,117.228324,39.290813,Tianjin,8049.47,A2O,10.819094,7859.899999999999,173.84,18.76,73.32,0.892084676,0.734627832,2.370976541,6.250988853,3.2,95.57,4,20.89,0.3,27.81,7.38,2.87,0.09,0.37,2.38586536,5560000,201000,478000,547000,201000,0.045422704,0.368,0.615070356,Inefficient,1.467475056,0.241022222,0.811541429,CEPT,750000,857000,3311321.416,623515.3767,623515.3767,0.091883331,0.263226694,1.697360681,0.559388159,0.949483467,0.147245896,0.37598715
71,117.1904376,39.234636,Tianjin,7835.25,Other,28.9692672,37970.05,748.6,18.32,320.73,0.975527652,0.889701307,2.334050447,11.64592408,4.48,581.68,2.67,30.2,0.61,64.28,7.09,13.59,0.16,0.44,0.602508627,17800000,946000,5780000,6600000,946000,0.168040302,0.143,0.1183169,Inefficient,0.071286953,0.075694007,-1.219994797,Current,5780000,6600000,17800000,946000,946000,0.168040302,0.468344262,0.641321496,0.436219481,0.27975693,0.204300891,0.177486199
72,117.03658,39.22748,Tianjin,7860.05,A2O,10.092198,23910.17,345.34,19.42,111.84,0.943765564,0.793144919,3.087804006,10.38304269,3.22,287.17,3.1,23.97,0.15,33.26,6.88,4.35,0.09,0.39,1.196612666,5530000,598000,691000,790000,598000,0.092440281,0.757,0.338232496,Inefficient,0.404733289,0.174796079,0.47115358,Current,691000,790000,5530000,598000,598000,0.092440281,0.439467835,1.348391739,0.429144336,0.578654677,0.188595132,0.509848003
73,117.07694,39.10498,Tianjin,7860.05,A2O,76.03448,87829.14,250.8,35.74,83.11,0.857496013,0.598730159,3.017687402,7.961904762,1.9,130.25,6.07,22.55,0.54,31.5,12.64,3.94,0.21,0.12,0.557983818,13000000,2200000,3890000,4450000,2200000,0.057969668,0.494,1,Efficient,0.557983818,0.140941423,0.588696733,Current,3890000,4450000,13000000,2200000,2200000,0.057969668,0.144686199,0.672771316,0.880072717,0.59208768,0.127334377,0.544744557
74,117.11146,38.98934,Tianjin,7860.05,CAS,67.61436,46446.81,319.42,25.13,204.12,0.921326154,0.630755342,1.564863806,9.612398435,4.45,229.74,2.83,23.93,2.05,33.23,12.27,4.66,0.37,0.19,0.645621666,17900000,1160000,8510000,9730000,1160000,0.103509839,0.119,0.652721728,Inefficient,0.421411289,0.136434027,0.241319479,Current,8510000,9730000,17900000,1160000,1160000,0.103509839,0.204022495,0.693270228,0.707584637,0.490547362,0.144363183,0.282990049
75,117.3071289,38.9093029,Tianjin,7835.25,SBR,156.033946,110190.83,209.3,14.34,78.1,0.931485905,0.588010204,2.679897567,8.898809524,2.76,107.54,5.27,19.96,0.23,23.52,9.69,3.29,0.22,0.24,1.231021748,52200000,2750000,7410000,8470000,2750000,0.047126883,0.324,0.938172556,Inefficient,1.15491082,0.237917213,0.801918985,Current,7410000,8470000,52200000,2750000,2750000,0.047126883,0.254884077,1.307366009,0.567632476,0.742103405,0.14468048,0.674269237
77,117.356792,38.961623,Tianjin,7835.25,A2O,10.3001308,4750.2,134.16,9.6,42.6,0.928443649,0.538784067,3.149295775,7.031446541,3.53,136.01,5.66,14.56,0.67,19.08,8.8,2.96,0.22,0.17,1.36480411,2440000,118000,254000,290000,118000,0.026139321,0.408,1,Efficient,1.36480411,0.178291505,0.853389981,Current,254000,290000,2440000,118000,118000,0.026139321,0.179742965,1.443023159,0.901692336,1.301162924,0.162072854,0.838718698
78,117.40334,38.96786,Tianjin,7835.25,OD,7.83006,12151,270.3,29.83,141.7,0.889641139,0.823556869,1.907551164,4.205694725,5.29,170.4,7.24,38.64,0.63,64.27,11.34,3.54,0.24,0.35,1.455483012,3840000,303000,673000,770000,303000,0.090215016,0.394,0.721449342,Inefficient,1.050057261,0.280514595,0.678394575,HRAS,1057522.43,1208597.06,3108512.754,190810.1124,190810.1124,0.115387643,0.304967688,1.268215113,0.572056547,0.725490758,0.174458763,0.33859646
79,117.51825,39.038055,Tianjin,7835.25,AO,1.5057752,917.22,217.81,13.14,123.93,0.939672191,0.80812463,1.757524409,4.295208046,7.03,162.72,7.2,35.51,0.92,50.71,9.73,3.42,0.26,0.77,3.762153711,1610000,22900,111000,127000,22900,0.064359778,0.18,0.154187317,Inefficient,0.580076387,0.129731246,0.503899177,CEPT,176000,202000,879204.159,98453.43436,98453.43436,0.131917566,0.469916547,2.295971795,0.310757626,0.713490744,0.146030151,0.09664158
80,117.405718,39.984904,Tianjin,8236.76,OD,14.3789296,2168,159.74,13.56,59.41,0.915112057,0.678265255,2.688772934,8.055471508,5.06,108.53,5.83,15.31,1.35,19.83,6.38,1.95,0.23,0.25,1.710220276,4980000,56800,493000,563000,56800,0.027674022,0.101,1,Efficient,1.710220276,0.252859011,0.890555525,Current,493000,563000,4980000,56800,56800,0.027674022,0.253525851,1.734340205,0.572417525,0.992766727,0.14512264,0.809305965
81,117.2826404,39.9084385,Tianjin,8236.76,A2O,2.6859676,2314.7,337.62,34.81,101.74,0.896895918,0.643070045,3.318458817,25.15797317,5.11,95.04,4.89,10.85,0.31,13.42,4.79,1.36,0.17,0.47,1.552128397,1750000,60700,164000,187000,60700,0.060547526,0.324,0.161619169,Inefficient,0.250853702,0.092317195,0.344135983,Current,164000,187000,1750000,60700,60700,0.060547526,0.487910127,1.611274816,0.399551462,0.643787209,0.194945205,0.689412591
82,117.01725,39.43851,Tianjin,7996.75,A2O,9.6450556,11194.61,138.19,12.91,62.44,0.9065779,0.56924254,2.213164638,10.57306809,0.57,116.47,0.59,8.12,0.26,13.07,5.63,2.99,0.14,0.39,3.11302682,5240000,285000,376000,430000,285000,0.049601045,0.662,0.389907078,Inefficient,1.213791191,0.17344999,0.714032588,Current,376000,430000,5240000,285000,285000,0.049601045,0.414592697,3.309328676,0.157171628,0.520132577,0.065162209,0.238806582
83,116.93172,39.17232,Tianjin,7860.05,A2O,0.8047984,1763.41,242.84,30.56,87.1,0.874155823,0.785991212,2.788059701,6.27655725,4.78,116.97,5.96,29.48,1.28,38.69,8.28,3.63,0.29,0.28,1.319012625,318000,44100,41800,47700,44100,0.077250297,0.924,0.79409813,Inefficient,1.047425459,0.262006826,0.705159218,CEPT,66300,75800,196654.871,47632.26191,47632.26191,0.10245985,0.219688634,1.034900292,0.981336336,1.015585261,0.215588439,0.524743301
84,116.95231,39.25817,Tianjin,7996.75,A2O,1.020478,113.19,63.88,18.74,31.06,0.706637445,0.309027778,2.05666452,7.393518519,5.25,124.28,7.01,6.6,0.75,8.64,5.97,1.31,0.21,0.76,16.83650864,1070000,2880,16600,19000,2880,0.013815907,0.152,1.98E-05,Inefficient,0.000333363,0.002057646,-5.714423145,Current,16600,19000,1070000,2880,2880,0.013815907,0.760924563,16.85699076,0.0149291,0.251659709,0.011359919,-0.216197657
85,117.07973,39.32506,Tianjin,7996.75,A2O,0.9430824,1062.5,300.98,24.16,142.6,0.919728886,0.807864164,2.110659187,6.724307417,6.46,149.24,6.07,24.69,0.4,44.76,8.6,2.86,0.22,0.47,1.697854201,617000,27000,80900,92500,27000,0.082806782,0.292,0.367777649,Inefficient,0.624432826,0.193576376,0.572226823,CEPT,127000,145000,354923.8444,61180.00615,61180.00615,0.144416874,0.31933476,1.15358269,0.71604089,0.826012377,0.228656746,0.368411927
86,117.00209,39.29507,Tianjin,7996.75,CAS,1.3995644,1367.7,142.75,6.94,67.47,0.951383538,0.814479638,2.11575515,4.96867386,1.36,80.07,0.1,7.69,0.71,28.73,5.33,2.59,0.05,0.27,1.988071571,528000,34800,58300,66700,34800,0.048144967,0.522,1,Efficient,1.988071571,0.287996185,0.832827761,CEPT,89300,102000,331187.6185,77079.17614,77079.17614,0.086039957,0.211127727,1.554581601,0.915935214,1.423896031,0.19337932,0.555071573
88,117.201132,39.382254,Tianjin,8049.47,Other,1.2459316,432.24,203.25,25.77,96.65,0.873210332,0.564544495,2.102948784,7.149138234,8.7,95.31,12.69,25.72,1.84,28.43,12.38,2.19,0.63,0.25,1.408609421,432000,11100,69100,79000,11100,0.046588022,0.14,0.96408295,Inefficient,1.358016326,0.247468706,0.811741766,Current,69100,79000,432000,11100,11100,0.046588022,0.257395915,1.450281241,0.753109405,1.092220442,0.193847284,0.759666369
89,117.0331,39.19341,Tianjin,7860.05,OD,0.5442308,51.3,109.76,17.17,43.5,0.843567784,0.425549564,2.523218391,4.552467856,5.33,104.59,15.77,14.11,1.47,24.11,13.85,1.36,0.17,0.6,6.480181445,451000,1280,13100,15000,1280,0.01912361,0.0857,0.056071717,Inefficient,0.3633549,0.035345271,0.458948561,CEPT,22400,25600,253143.5299,31254.76503,25600,0.063834024,0.378214324,4.084829071,0.119239243,0.487071925,0.04509799,-0.415451653
90,117.0397,39.37269,Tianjin,7996.75,A2O,3.9604972,7033.34,195.66,17.45,103.35,0.910814679,0.907790143,1.89317852,3.456279809,4.5,64.19,2.7,52.66,0.32,56.61,5.22,4.12,0.08,0.4,2.244542955,2220000,179000,247000,282000,179000,0.07784917,0.634,0.768706191,Inefficient,1.725394065,0.340193748,0.771162254,HRAS,387244.2,442564.8,1663790.291,71292.25933,71292.25933,0.08379503,0.317076848,1.779231512,0.502201621,0.893532948,0.159236507,0.473769978
91,117.323903,39.132697,Tianjin,7835.25,OD,4.6916648,7798.84,210.54,23.36,104.77,0.889047212,0.902726745,2.009544717,4.071552891,4.82,87.9,4,40.06,0.52,51.71,5.03,5.01,0.11,0.26,1.38903729,1720000,194000,296000,338000,194000,0.075589801,0.575,1,Efficient,1.38903729,0.289927391,0.739280234,HRAS,493451.3,563944.35,1654321.648,89016.79188,89016.79188,0.089854382,0.268935932,1.436777068,0.640587238,0.920381053,0.172276926,0.478430543
93,116.9233516,39.0470373,Tianjin,7860.05,SBR,3.6197828,2897.54,196.95,18.29,95.7,0.90713379,0.731737721,2.05799373,4.910246821,2.47,114.26,3.62,33.74,0.37,40.11,10.76,4.93,0.17,0.47,2.630695175,2360000,72400,213000,243000,72400,0.05706444,0.298,0.450319715,Inefficient,1.184653901,0.226126319,0.74764353,HRAS,355174.4,405913.6,1643227.157,64272.33865,64272.33865,0.083866479,0.341406804,1.910930282,0.450551082,0.860971706,0.153821205,0.454779469
94,117.064479,38.832931,Tianjin,7860.05,A2O,4.32228,7735.84,235.92,19.36,73.19,0.917938284,0.753287593,3.223391174,6.744425386,5.11,167.71,6.44,24.48,0.44,34.98,8.63,2.57,0.15,0.36,1.662356853,2180000,193000,186000,212000,193000,0.063462973,0.912,0.603791533,Inefficient,1.003716993,0.249682508,0.745825314,CEPT,299000,342000,1299917.106,286293.6477,286293.6477,0.09800653,0.265608576,1.226489544,0.721409688,0.88480144,0.1916126,0.488517298
96,117.427414,39.241398,Tianjin,7835.25,CAS,0.5686296,9.1,56.5,14.38,18.38,0.745486726,0.477205447,3.073993471,3.34517466,3.96,21.1,6.41,7.29,2.17,16.89,8.83,0.81,0.27,0.18,4.273504274,141000,227,5170,5910,227,0.006869372,0.0384,1,Efficient,4.273504274,0.180288929,0.96189798,CEPT,9880,11300,98459.35631,26046.5415,11300,0.026958182,0.158472738,3.762410685,0.28166104,1.059724507,0.044635596,0.396038503
97,117.77297,39.23895,Tianjin,7835.25,Other,15.6874148,8813,192.41,19.97,108.44,0.896211216,0.739519885,1.77434526,6.893944823,2.39,196.08,1.83,22.69,1.05,27.91,7.27,2.45,0.04,0.38,2.203665043,8270000,220000,1050000,1200000,220000,0.058593095,0.183,0.559099714,Inefficient,1.232068495,0.222607876,0.736787861,Current,1050000,1200000,8270000,220000,220000,0.058593095,0.391697149,2.271498197,0.289805506,0.658292685,0.113515991,0.483833996
98,117.7475699,39.3809099,Tianjin,8049.47,A2O,2.3338864,608.32,110.94,13.76,53.45,0.875968992,0.705259313,2.075584659,4.051862673,3.2,115.62,0.95,24.28,0.18,27.38,8.07,2.99,0.2,0.49,5.042189751,1580000,15600,73900,84500,15600,0.027754757,0.184,0.196869935,Inefficient,0.992655569,0.101303969,0.726024983,HRAS,124984.74,142839.7,1079044.888,23152.08313,23152.08313,0.045938564,0.341801213,3.517197092,0.174287683,0.613004133,0.059571742,0.228853101
99,117.41456,39.2991,Tianjin,8049.47,SBR,0.8524376,612,152.16,17.42,60.97,0.885515247,0.780844156,2.4956536,4.94025974,6.38,116.44,4.94,25.92,2.13,30.8,6.75,3.11,0.5,0.19,1.4101232,226000,15700,29300,33500,15700,0.038207095,0.467,1,Efficient,1.4101232,0.203330031,0.812093203,HRAS,63872.9,72997.6,270974.1319,11834.78061,11834.78061,0.064279345,0.240117932,1.78208351,0.732838996,1.30598029,0.175967784,0.634709583
101,117.440606,39.512826,Tianjin,8049.47,CAS,2.3328728,43,160.7,13.92,44.63,0.913378967,0.647614314,3.600717006,7.987077535,6.64,22.61,4.7,15.54,0.62,20.12,7.09,2.07,0.26,0.55,3.74710451,1770000,1100,55900,63900,1100,0.017683894,0.0172,0.198520905,Inefficient,0.743878578,0.109527766,0.838544194,Current,55900,63900,1770000,1100,1100,0.017683894,0.549472705,3.743512095,0.10364527,0.387997323,0.056950247,0.689485215
102,117.31492,39.71776,Tianjin,8049.47,OD,4.5417244,3236.02,112.63,11.11,51.3,0.90135843,0.757152146,2.195516569,3.661573472,2.69,120.8,1,27.55,0.32,30.76,7.47,3.22,0.22,0.5,4.925137904,3150000,82900,139000,159000,82900,0.035361496,0.521,0.223252845,Inefficient,1.099551049,0.124837184,0.71673908,HRAS,247504.92,282862.77,2121899.975,45847.81105,45847.81105,0.046748046,0.345447517,3.402753315,0.179146779,0.609592296,0.06188581,0.244608001
103,117.30937,39.68923,Tianjin,8049.47,AO,9.680242,16662,208.55,23.39,101.16,0.887844642,0.757324841,2.061585607,4.427813163,4.34,103.79,5.67,32.03,0.29,47.1,11.43,6.52,0.24,0.41,2.214301145,5550000,427000,591000,675000,427000,0.076112443,0.632,0.607395903,Inefficient,1.344957443,0.280957677,0.72909641,HRAS,1006367.84,1150134.68,4115181.668,186510.107,186510.107,0.089187481,0.321623057,1.737000738,0.457579365,0.794815695,0.147168074,0.39397535
104,117.71071,39.0031999,Tianjin,7835.25,AO,15.21848,18518.77,229.87,17.92,101.82,0.922042894,0.799344593,2.257611471,5.794555079,3.25,114.15,2.86,29.72,0.8,39.67,7.96,4.8,0.21,0.26,1.226704411,5540000,462000,946000,1080000,462000,0.066961547,0.427,0.997126992,Inefficient,1.223180079,0.281224775,0.761893145,CEPT,1470000,1670000,3507718.937,893558.3853,893558.3853,0.112405913,0.209315581,0.987570562,0.815945858,0.80580411,0.170790181,0.341847919
105,117.46149,38.79998,Tianjin,7835.25,CAS,4.0544,1191.7,66.54,9.73,22.62,0.853772167,0.591283293,2.941644562,3.222276029,3.23,64.83,4.18,7.21,0.6,20.65,8.44,1,0.36,0.13,2.288329519,733000,29700,49600,56600,29700,0.014156005,0.524,1,Efficient,2.288329519,0.135301807,0.895374608,CEPT,86700,99100,565976.9964,210615.5748,99100,0.033167537,0.138631122,2.440259149,0.708227476,1.728258579,0.09818237,0.662184396
106,115.47976,38.702719,Hebei,7509.2,CAS,6.2439208,1452.6,66.98,13.18,22.32,0.803224843,0.612807148,3.000896057,2.493670886,1.62,79.96,7.98,17.25,0.46,26.86,10.4,1.7,0.1,0.33,6.133828996,2850000,34700,81500,93100,34700,0.013469232,0.373,0.268225856,Inefficient,1.645251533,0.092536756,0.854444516,HRAS,169436.95,193642.23,2398912.692,29268.23856,29268.23856,0.023032757,0.281460697,5.23161147,0.049654491,0.259773002,0.013975788,-0.648047151
107,115.34814,38.40632,Hebei,7509.2,A2O,7.5267764,5684.4,240.29,18.15,191.97,0.92446627,0.536684783,1.251705996,6.529619565,16.59,197.77,14.36,31.69,1.94,36.8,17.05,3.15,0.74,0.27,1.215449716,2830000,136000,832000,951000,136000,0.093080872,0.143,0.86502074,Inefficient,1.051389213,0.246633078,0.622593721,CEPT,1370000,1560000,1800727.199,506419.5336,506419.5336,0.18043261,0.221850444,0.998696515,0.832309099,0.831224197,0.184648143,0.022830087
108,115.32664,38.4184499,Hebei,7509.2,OD,2.10684,1251,132.8,27.66,21.56,0.791716867,0.75748194,6.159554731,6.852425181,5.37,99.52,18.62,12.61,3.42,19.38,4.7,1.86,0.39,0.31,2.948449686,907000,29900,21500,24600,24600,0.015836656,1,0.610768227,Inefficient,1.800819387,0.199609647,0.920661873,Current,21500,24600,907000,29900,24600,0.015836656,0.321851683,3.061172559,0.233270775,0.714082094,0.075078591,0.789065628
109,115.4660748,38.4572702,Hebei,7509.2,OD,6.0342504,3349.76,359.03,11.6,142.62,0.967690722,0.840737636,2.517388866,15.0473596,3.01,141.31,5.5,12.9,0.23,23.86,3.8,1.97,0.17,0.42,1.208876608,3520000,80000,531000,607000,80000,0.073284475,0.132,0.253055291,Inefficient,0.305912622,0.115878571,0.367575258,Current,531000,607000,3520000,80000,80000,0.073284475,0.431790689,1.242813485,0.485898232,0.603880875,0.209806332,0.650704178
110,115.77731,39.2315499,Hebei,7616.84,CAS,6.6065,7439.3,347.48,28.53,100.54,0.917894555,0.808580858,3.456136861,7.645324532,7.14,105.34,7.42,25.49,0.87,45.45,8.7,4.52,0.2,0.55,1.724408214,5050000,180000,389000,445000,180000,0.062335425,0.405,0.254051,Inefficient,0.438087631,0.159447517,0.609053645,Current,389000,445000,5050000,180000,180000,0.062335425,0.572960061,1.796394611,0.289442009,0.519952064,0.165838711,0.624120176
111,114.20005,38.83549,Hebei,8541.68,A2O,2.3105012,596,132.79,13.99,66.55,0.894645681,0.707253886,1.995341848,4.300194301,4.51,83.3,5.86,25.13,0.55,30.88,9.04,1.87,0.13,0.32,2.693602694,1020000,16200,90400,103000,16200,0.033392206,0.157,0.978081736,Inefficient,2.634563599,0.318060768,0.895013126,HRAS,149943.26,171363.73,879046.5714,29478.0818,29478.0818,0.056203324,0.284593265,2.395566206,0.423566632,1.01468191,0.120544211,0.533753436
112,115.90814,39.310476,Hebei,8188.24,A2O,17.2078148,8395.01,152.68,17.78,69.95,0.883547288,0.729404867,2.18270193,4.476106714,5.65,123.05,6.53,28.58,0.75,34.11,9.23,2.2,0.16,0.29,2.149740549,6930000,219000,698000,797000,219000,0.038568941,0.274,1,Efficient,2.149740549,0.299211121,0.871097903,HRAS,1295307.96,1480351.95,6302363.515,244139.3375,244139.3375,0.06474902,0.275345345,2.041107079,0.431735179,0.88121773,0.118876272,0.455324267
113,115.57972,38.2404,Hebei,7470.91,OD,9.099232,2013.4,167.66,18.08,75.64,0.89216271,0.718475877,2.216552089,4.595942982,3.17,136.62,5.52,21.24,1.7,36.48,10.27,5.62,0.24,0.8,5.348308597,10100000,47900,416000,475000,47900,0.036898927,0.101,0.064344201,Inefficient,0.344132643,0.05528536,0.332573274,CEPT,651000,744000,5496237.991,535921.2372,535921.2372,0.094408536,0.479802116,3.207662229,0.142146711,0.455958637,0.068202293,-0.384242844
114,115.852556,38.970838,Hebei,7616.84,A2O,3.56208,1310.28,210.73,17.56,78.78,0.916670621,0.666137986,2.674917492,8.355670103,5.83,106.51,7.19,17.94,0.3,25.22,8.42,2.82,0.18,0.28,1.44950044,1380000,31700,164000,187000,31700,0.039763194,0.17,0.797300861,Inefficient,1.155687949,0.229685188,0.826879591,Current,164000,187000,1380000,31700,31700,0.039763194,0.286835464,1.484886184,0.643239151,0.955136928,0.1845038,0.784485775
115,116.68849,39.06955,Hebei,7860.05,A2O,6.0000776,3552.18,163.06,10.94,67.18,0.932908132,0.616901408,2.427210479,6.561770624,3.29,104.41,5.08,15.45,0.26,24.85,9.52,2.14,0.26,0.23,1.511964239,1920000,88800,242000,276000,88800,0.039902741,0.322,1,Efficient,1.511964239,0.240711498,0.834230015,CEPT,381000,436000,1257272.797,345052.6059,345052.6059,0.087580077,0.19328046,1.270578887,0.93341542,1.185977925,0.180410962,0.514552354
116,116.71939,39.1048399,Hebei,7860.05,OD,1.9351796,1551,118.99,16.47,41.24,0.861585007,0.661437908,2.885305529,3.888562092,4.02,121.89,6.45,21.67,1.51,30.6,10.36,3.34,0.29,0.44,4.291845494,1180000,38800,45400,51900,38800,0.031490889,0.747,0.331583768,Inefficient,1.423106301,0.160408099,0.803682677,CEPT,75500,86300,687007.3185,116017.6878,86300,0.06051337,0.300332197,2.929498603,0.287785147,0.843066185,0.086431145,0.299866154
117,116.65224,39.141544,Hebei,7860.05,Other,1.9587096,4916,738.0599999999998,28.54,347.64,0.961331057,0.851719799,2.123058336,7.739723154,8.51,894.82,7.35,71.82,1.94,95.36,14.14,11.67,0.18,0.48,0.676513699,1320000,123000,419000,479000,123000,0.20027343,0.257,0.143862801,Inefficient,0.097325156,0.11450365,-0.749057171,HRAS,676139.92,772731.34,912671.3711,122470.8122,122470.8122,0.295093192,0.382493497,0.539087688,0.586123031,0.31597171,0.224188248,-0.316274137
