Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,EUI (kWh/m3),Treatment process,Latitude,Longitude,annual_hdd,Current electricity consumption (kWh/a),Current heat consumption (kWh/a),Methane generation (m3/a),Current electricity recovery potential (kWh/a),Current heat recovery potential (kWh/a),Current effective heat recovery potential (kWh/a),Current energy self-sufficiency,Current recovered heat waste,COD_out_CEPT,TN_out_CEPT,C/N ratio_CEPT,BOD removed (kg/a),SS removed (kg/a),Sludge yield by CEPT (tonne/a),CEPT electricity recovery potential (kWh/a),CEPT heat recovery potential (kWh/a),COD_eff (mg/L),COD_removal (%),NHx_eff (mg/L),NHx_removal (%),C/N_ratio_HRAS,Sludge_VSS (g/a),Sludge_TSS (g/a),Sludge_COD (g/a),Electricity recovery potential (kWh/a)_HRAS,Heat recovery potential (kWh/a)_HRAS,If CEPT,If HRAS,Electricity consumption HRAS-PNA,Heat consumption HRAS-PNA,HRAS-PNA energy consumption,Electricity consumption CEPT-PDA,Heat consumption CEPT-PDA,CEPT-PDA energy consumption,Selected_Process,Selected_Electricity,Selected_Heat,Electricity consumption after upgrade,Heat consumption after upgrade
1654,85.6066288,36307.82,141.21,18.64,55.51,3.85,146.56,12.69,25.26,1.69,28.83,15.87,2.47,0.61,0.42,A2O,37.593723,121.367622,7887.01,49800000.0,911000.0,801000.0,2790000.0,3190000.0,911000.0,0.0729,0.286,35.3,24.5,1.44,3280000.0,13900000.0,43400.0,4490000.0,5140000.0,45.75958408328526,67.59465754317311,24.31095890829204,3.7570906243387223,1.882261586468211,7219995939.114001,8494112869.545883,10719328072.53974,5869736.48,6708270.27,CEPT,HRAS,45163799.23488101,1065568.41757508,46229367.65245609,39190894.586505756,5444437.816286149,44635332.4027919,HRAS,5869736.48,6708270.27,45163799.23488101,1065568.41757508
1656,0.5792,71.0,73.22,8.48,33.03,2.22,54.83,5.82,14.15,0.5,24.28,12.22,2.9,0.37,0.58,A2O,37.700059,120.98396,7887.01,464000.0,1780.0,3230.0,11300.0,12900.0,1780.0,0.028,0.139,18.3,20.6,0.887,13200.0,35100.0,235.0,18100.0,20700.0,28.96056379658923,60.44719503333894,13.801577801781528,2.4623476905899087,2.098351668,24130706.04772764,28389065.94,35843866.575926915,19627.54,22431.48,CEPT,,,,,353616.04576,29480.250848554035,383096.296608554,CEPT,18100.0,20700.0,353616.04576,29480.250848554035
1657,30.1373688,63335.36,614.25,25.73,270.56,2.33,498.79,8.49,52.15,1.69,77.45,13.16,15.34,0.25,0.35,A2O,37.418995,121.55376,7887.01,14800000.0,1590000.0,1460000.0,5100000.0,5820000.0,1590000.0,0.407,0.273,154.0,65.8,2.33,5630000.0,16600000.0,27000.0,7710000.0,8810000.0,104.50286421962278,82.98691669,44.89766453077719,13.906683545968962,2.3275790692405938,10873658990.522375,12792539988.849855,16126454751.18338,8830594.53,10092108.03,,,,,,,,,Current,5100000.0,5820000.0,14800000.0,1590000.0
1659,3.80824,951.95,97.8,13.31,45.89,4.6,149.26,4.6,12.24,1.26,17.02,8.11,2.24,0.21,0.56,A2O,36.958767,120.684615,7947.030000000001,2950000.0,24100.0,28500.0,99100.0,113000.0,24100.0,0.0414,0.212,24.5,14.5,1.69,121000.0,628000.0,1940.0,165000.0,189000.0,35.63812717577475,63.56019716178452,11.68476492,4.536234283811272,3.0499652674747435,216696080.9588561,254936565.8339483,321797186.8036314,176211.11,201384.12,CEPT,,,,,2259258.5008440004,245220.91200913241,2504479.412853133,CEPT,165000.0,189000.0,2259258.5008440004,245220.91200913241
1663,7.4572,5446.0,204.64,18.74,94.4,7.65,163.12,7.3,23.62,1.78,32.72,8.07,2.0,0.15,0.27,A2O,37.529449,121.242508,7887.01,2800000.0,137000.0,117000.0,408000.0,466000.0,137000.0,0.185,0.293,51.2,27.8,1.84,486000.0,1340000.0,3910.0,666000.0,761000.0,57.17889977746607,72.05878626980741,21.98868577844799,6.906495434174471,2.600378228766607,932353488.7944185,1096886457.405198,1383812921.1196022,757754.32,866004.94,CEPT,,,,,2334650.47139,490501.19496955856,2825151.6663595587,CEPT,666000.0,761000.0,2334650.47139,490501.19496955856
1666,1.047628,544.9,103.94,21.02,84.36,3.93,82.83,6.44,20.87,0.57,22.26,7.73,1.67,0.18,0.27,A2O,36.5123099,118.543,7596.88,393000.0,13200.0,15300.0,53100.0,60700.0,13200.0,0.163,0.217,26.0,18.9,1.37,61100.0,95900.0,457.0,83600.0,95500.0,36.83566698538405,64.56064365462377,20.263059022838537,2.908198261434904,1.8178729551084312,64211844.62494212,75543346.61757895,95356149.97929232,52215.54,59674.9,CEPT,HRAS,439229.24740291166,9128.142424802132,448357.3898277138,326138.4303011,55220.760992389645,381359.19129348965,CEPT,83600.0,95500.0,326138.4303011,55220.760992389645
1668,2.4169292,360.1,200.42,18.65,57.27,4.72,128.22,9.71,20.36,1.78,27.22,8.66,3.33,0.54,0.29,A2O,36.80755,118.49401,7410.049999999999,970000.0,8490.0,23000.0,80100.0,91500.0,8490.0,0.0905,0.0928,50.1,23.1,2.17,95600.0,343000.0,1180.0,131000.0,150000.0,71.33216334156255,64.40866014291858,18.99438688917166,6.7073335502374185,3.7554338425225855,249305152.3989014,293300179.2928252,370037518.5646793,202626.76,231573.44,,,,,,,,,Current,80100.0,91500.0,970000.0,8490.0
1669,1.1281368,281.2,231.67,26.83,153.6,8.65,223.59,14.62,32.89,3.18,50.65,13.96,2.95,0.49,0.32,A2O,36.750608,118.317506,7453.620000000001,500000.0,6670.0,29600.0,103000.0,118000.0,6670.0,0.217,0.0566,57.9,43.1,1.35,120000.0,279000.0,668.0,164000.0,187000.0,61.36192267891157,73.51322023614989,30.95499100449653,5.883274538,1.9822949607705624,160529851.74017355,188858649.10608652,238244990.6571131,130459.23,149096.27,CEPT,HRAS,515660.2998572978,22390.04918320949,538050.3490405073,409274.47693756,79194.42887671232,488468.90581427235,CEPT,164000.0,187000.0,409274.47693756,79194.42887671232
1670,7.1898268,3034.76,189.68,16.56,95.69,2.71,120.2,4.37,27.11,0.49,40.16,10.03,3.25,0.14,0.34,A2O,36.777851,119.231959,7472.47,3390000.0,72100.0,121000.0,421000.0,482000.0,72100.0,0.143,0.15,47.4,34.1,1.39,475000.0,955000.0,3430.0,651000.0,744000.0,54.45102948881676,71.29321515773053,25.64721695517447,5.395732367486271,2.123077509110826,833298984.6597726,980351746.658556,1236886784.203057,677299.87,774056.99,CEPT,,,,,2730913.05696252,407670.43903348554,3138583.4959960054,CEPT,651000.0,744000.0,2730913.05696252,407670.43903348554
1671,13.92976,35616.0,518.38,24.5,197.64,5.53,377.54,7.52,44.4,0.39,63.48,11.02,8.0,0.14,0.42,A2O,36.541998,118.545916,7596.88,8230000.0,861000.0,485000.0,1690000.0,1930000.0,861000.0,0.28,0.446,130.0,54.0,2.4,1900000.0,5810000.0,10600.0,2600000.0,2980000.0,100.13622895705753,80.68285254889125,38.723484722465074,12.784944318772354,2.5859302093998893,4230280222.0204935,4976800261.200582,6274758826.0,3435959.84,3926811.25,,,,,,,,,Current,1690000.0,1930000.0,8230000.0,861000.0
1688,0.3898016,121.6,211.51,15.49,93.25,5.98,117.96,6.02,39.53,1.19,43.11,10.15,3.47,0.26,0.65,A2O,35.353196,116.688915,7147.26,351000.0,2760.0,6160.0,21400.0,24500.0,2760.0,0.0685,0.113,52.9,36.6,1.44,25100.0,50800.0,185.0,34400.0,39300.0,57.98456707976034,72.58542523769074,37.82949630859191,4.3018054424692505,1.532787183,50674255.47781002,59616771.15036473,75212780.65184304,41185.34,47068.96,CEPT,HRAS,270481.8982630074,6777.334994549509,277259.2332575569,264910.87595480005,21031.111712328766,285941.9876671288,HRAS,41185.34,47068.96,270481.8982630074,6777.334994549509
1692,7.0740592,5971.14,359.65,29.28,136.07,9.51,130.97,12.73,37.28,2.1,60.84,12.38,6.51,0.24,0.39,A2O,35.3690799,116.56116,7028.92,3840000.0,134000.0,162000.0,564000.0,645000.0,134000.0,0.176,0.207,89.9,51.7,1.74,665000.0,1020000.0,3460.0,910000.0,1040000.0,82.99516178,76.92335276491295,33.82313499,9.272706583102469,2.45379861493581,1515570393.0511231,1783023991.8248508,2248606245.337011,1231301.63,1407201.86,CEPT,,,,,3030737.3757834807,386825.9671841705,3417563.3429676513,CEPT,910000.0,1040000.0,3030737.3757834807,386825.9671841705
1696,3.188858,2642.0,443.65,24.45,198.1,15.29,183.85,16.78,59.91,15.31,67.45,19.04,2.77,0.63,0.42,A2O,35.3843699,116.68713,7147.26,1860000.0,60100.0,106000.0,368000.0,420000.0,60100.0,0.223,0.143,111.0,57.3,1.93,436000.0,648000.0,1750.0,597000.0,683000.0,87.53337528790743,80.26972268952835,55.213054036870005,7.840003276798517,1.5853746331339444,856418527.1,1007551208.3423944,1270455391.013993,695681.51,795064.59,CEPT,HRAS,1696180.253634708,114540.11901913906,1810720.372653847,1462532.7821966,198942.948630137,1661475.730826737,HRAS,695681.51,795064.59,1696180.253634708,114540.11901913906
1699,0.4028336,18.2,251.09,29.31,25.78,9.26,61.85,7.43,25.74,2.8,30.01,11.26,2.62,0.28,0.54,A2O,35.8023999,116.09584,7177.01,301000.0,416.0,1210.0,4200.0,4800.0,416.0,0.0153,0.0867,62.8,25.5,2.46,7170.0,27500.0,166.0,9820.0,11200.0,115.89814868389554,53.8419894524292,24.34454897368161,5.421332658579592,4.760743311,35426531.42534281,41678272.27,52580502.98791322,28792.26,32905.44,,,,,,,,,Current,4200.0,4800.0,301000.0,416.0
1700,14.1130768,12280.0,271.62,22.24,100.48,5.58,194.7,5.0,19.49,0.44,25.2,10.66,4.4,0.26,0.19,A2O,35.7138675,116.1169328,7028.92,3750000.0,275000.0,243000.0,844000.0,965000.0,275000.0,0.278,0.285,67.9,21.4,3.17,980000.0,3040000.0,7900.0,1340000.0,1530000.0,72.85752310038737,73.17667215212894,17.14635320508625,12.024868111409692,4.249155620961727,2251742801.1796,2649109177.8583536,3341300730.2808347,1829644.05,2091021.77,,,,,,,,,Current,844000.0,965000.0,3750000.0,275000.0
1702,3.848784,5060.0,155.75,21.35,61.85,6.75,85.27,6.75,39.61,0.28,46.18,10.75,4.4,0.33,0.48,A2O,35.36293,116.57587,7147.26,2570000.0,115000.0,38400.0,134000.0,153000.0,115000.0,0.0925,0.753,38.9,39.3,0.992,164000.0,363000.0,1690.0,225000.0,257000.0,48.17520878447692,69.06888681574516,38.51372591515138,2.7676699945685845,1.250858171723258,363401409.53002095,427531070.03531873,539505126.0784315,295424.57,337628.08,CEPT,HRAS,2197344.1908258265,48602.452402185096,2245946.6432280117,1980103.3197512003,192122.04753424658,2172225.3672854467,HRAS,295424.57,337628.08,2197344.1908258265,48602.452402185096
1707,8.37668,11658.72,183.98,23.4,58.36,6.79,256.87,7.94,14.02,0.85,16.13,2.84,0.87,0.04,0.26,A2O,35.704632,116.4851688,7028.92,3060000.0,261000.0,78300.0,272000.0,311000.0,261000.0,0.161,0.837,46.0,13.7,3.35,338000.0,2380000.0,5270.0,462000.0,528000.0,63.87675131,65.28060044039634,12.752143806745575,9.043196813512283,5.009099040740862,824249168.2906018,969704903.8712964,1223414623.3030293,669922.72,765625.97,,,,,,,,,Current,272000.0,311000.0,3060000.0,261000.0
1710,11.9379636,15839.5,213.27,15.55,108.62,6.16,138.1,5.66,15.8,1.45,25.37,5.83,2.01,0.22,0.15,A2O,35.5027726,116.7702339,7147.26,2540000.0,360000.0,222000.0,771000.0,881000.0,360000.0,0.39,0.409,53.3,21.6,2.47,896000.0,1820000.0,5940.0,1230000.0,1400000.0,59.13115100841026,72.27404182,14.059430684214094,11.016261492315865,4.205799817684127,1545070297.9867532,1817729762.3373568,2293006836.0,1255614.7,1434988.23,,,,,,,,,Current,771000.0,881000.0,2540000.0,360000.0
1712,0.874592,559.94,202.57,20.01,70.21,8.72,139.57,7.41,23.15,0.53,45.0,15.0,1.27,0.24,0.68,A2O,35.126802,116.584188,7017.07,824000.0,12500.0,9750.0,33900.0,38800.0,12500.0,0.0555,0.323,50.6,38.3,1.32,42400.0,135000.0,436.0,58100.0,66400.0,63.622390601896775,68.59239245599211,21.64618598800137,6.495956855285636,2.9391963386604503,100600831.21139908,118353919.07223418,149317091.52024722,81763.71,93444.23,CEPT,,,,,620171.3622096,48662.36580517504,668833.7280147751,CEPT,58100.0,66400.0,620171.3622096,48662.36580517504
1723,30.02428,46051.0,322.6,23.6,98.91,4.56,247.06,4.91,40.06,1.45,54.82,12.79,6.39,0.31,0.3,A2O,36.16439,117.11446,7400.76,12600000.0,1080000.0,513000.0,1790000.0,2040000.0,1080000.0,0.209,0.531,80.7,46.6,1.73,2050000.0,8200000.0,18500.0,2810000.0,3210000.0,92.03907500749852,71.46959857176115,37.34529897465059,6.776587681850756,2.4645424600824115,5299611878.960581,6234837504.659508,7864010258.922888,4306209.08,4921381.81,CEPT,,,,,10326111.29656,2177704.607305936,12503815.903865937,CEPT,2810000.0,3210000.0,10326111.29656,2177704.607305936
1724,9.3666776,12693.32,310.62,24.38,101.79,3.63,180.65,6.12,31.69,1.2,43.17,12.53,3.21,0.19,0.37,A2O,36.16193,117.1312,7400.76,4840000.0,299000.0,167000.0,580000.0,663000.0,299000.0,0.171,0.451,77.7,36.7,2.12,659000.0,1870000.0,5100.0,902000.0,1030000.0,86.07568406016048,72.28907215885633,29.034266285512288,8.380352522839107,2.964624048485465,1632351953.3420548,1920414062.7553587,2422193047.958546,1326355.05,1515834.34,,,,,,,,,Current,580000.0,663000.0,4840000.0,299000.0
1727,8.181924,6733.0,138.35,19.95,33.86,2.97,123.61,7.15,33.82,3.11,38.49,10.77,3.02,0.25,0.2,A2O,35.9046952,117.7707047,7638.41,2290000.0,164000.0,45800.0,159000.0,182000.0,164000.0,0.132,0.898,34.6,32.7,1.06,191000.0,1120000.0,3940.0,262000.0,299000.0,59.1346441989644,57.25721416771638,33.07819366852742,2.193395421267242,1.7877228965869636,517885802.91326594,609277415.1920776,768925658.5072025,421051.67,481201.91,CEPT,HRAS,3019251.666462042,74023.3893838858,3093275.055845928,2000609.1732590003,478685.31952815823,2479294.4927871586,HRAS,421051.67,481201.91,3019251.666462042,74023.3893838858
1728,9.8289516,11129.0,181.84,31.04,41.09,4.13,143.62,7.87,23.59,2.65,32.7,10.17,1.7,0.25,0.28,A2O,35.92401,117.67174,7638.41,3850000.0,270000.0,65800.0,229000.0,262000.0,262000.0,0.119,1.0,45.5,27.8,1.64,279000.0,1560000.0,4950.0,382000.0,437000.0,74.29789312377875,59.14106185449914,22.505274901737398,4.598241196534997,3.3013546134485563,813177790.4,956679753.4147834,1207096558.7821207,660987.21,755413.95,CEPT,,,,,3168174.1746361805,601393.992808219,3769568.1674443996,CEPT,382000.0,437000.0,3168174.1746361805,601393.992808219
1731,30.2350364,50112.66,323.22,16.83,154.11,2.15,211.83,4.24,36.18,0.46,44.05,8.59,4.92,0.17,0.51,A2O,37.43007,122.2494,7760.76,21500000.0,1240000.0,833000.0,2900000.0,3310000.0,1240000.0,0.182,0.374,80.8,37.4,2.16,3220000.0,7080000.0,17500.0,4410000.0,5040000.0,74.21232141837396,77.0396877,33.11386731021503,8.474661939704179,2.2411251673851096,5982276090.493097,7037971871.168349,8876210902.312014,4860474.33,5554827.81,,,,,,,,,Current,2900000.0,3310000.0,21500000.0,1240000.0
1733,1.7376,1741.32,178.71,11.19,74.9,1.54,195.17,5.88,19.89,0.21,28.53,8.68,4.13,0.16,0.46,A2O,36.88734,122.42567,7701.629999999999,1110000.0,42700.0,23100.0,80400.0,91800.0,42700.0,0.107,0.464,44.7,24.3,1.84,89900.0,375000.0,974.0,123000.0,141000.0,52.69829591611709,70.51183710138376,18.541218808600963,6.781202571,2.842223936846656,188632687.31519789,221920808.6061152,279996591.10055685,153321.76,175224.86,CEPT,,,,,864561.0649600001,119314.30841552511,983875.3733755252,CEPT,123000.0,141000.0,864561.0649600001,119314.30841552511
1735,8.08889,9188.82,209.95,26.43,85.61,3.63,145.46,6.33,28.87,0.62,44.25,7.06,2.92,0.27,0.44,A2O,37.1384049,122.440982,7701.629999999999,4950000.0,225000.0,120000.0,418000.0,478000.0,225000.0,0.124,0.471,52.5,37.6,1.4,478000.0,1300000.0,4090.0,655000.0,748000.0,57.91835878825458,72.41326087723048,27.18251984011636,5.845099272198272,2.1307207399800303,1040602189.1915088,1224237869.6370692,1544476512.659864,845731.19,966549.94,CEPT,,,,,3859361.3766735,501022.09591324197,4360383.472586742,CEPT,655000.0,748000.0,3859361.3766735,501022.09591324197
1739,6.3786572,9552.63,350.07,25.65,112.76,7.62,129.87,7.69,24.86,1.37,39.67,8.97,2.05,0.21,0.33,A2O,36.9156391,121.5413153,7938.059999999999,2950000.0,241000.0,122000.0,423000.0,483000.0,241000.0,0.208,0.499,87.5,33.7,2.6,497000.0,916000.0,3110.0,680000.0,777000.0,93.9729488272396,73.15595485838844,21.74506202718488,12.529919440125198,4.32157649,1238698330.201661,1457292153.1784246,1837881711.8922555,1006395.3,1150166.05,,,,,,,,,Current,423000.0,483000.0,2950000.0,241000.0
1744,18.9512068,30906.0,309.26,30.03,103.05,4.97,249.49,6.66,36.48,1.45,46.03,10.67,4.93,0.29,0.45,A2O,37.16351,121.99703,7779.6,11900000.0,765000.0,337000.0,1170000.0,1340000.0,765000.0,0.153,0.571,77.3,39.1,1.98,1350000.0,5230000.0,11800.0,1850000.0,2110000.0,84.65181655,72.62762189,33.82445652128831,7.279450325415803,2.50268076,3316924091.754042,3902263637.3576975,4921923987.017894,2695168.63,3080192.72,CEPT,,,,,9269620.986109551,1460125.5342465753,10729746.520356126,CEPT,1850000.0,2110000.0,9269620.986109551,1460125.5342465753
1746,16.5499884,6496.3,122.25,12.69,44.68,4.95,90.17,4.13,15.38,0.28,19.72,8.14,2.13,0.24,0.17,A2O,35.6249899,118.82268,7568.040000000001,3910000.0,156000.0,119000.0,415000.0,474000.0,156000.0,0.14,0.33,30.6,16.8,1.82,511000.0,1650000.0,7350.0,699000.0,799000.0,44.12313897377573,63.90745278218755,14.638246146984574,4.822846898669873,3.0142367146124904,1138094941.0,1338935224.3262706,1689821815.6070588,925320.01,1057508.58,CEPT,,,,,3554139.07816293,884752.2561643836,4438891.334327314,CEPT,699000.0,799000.0,3554139.07816293,884752.2561643836
1751,13.756,13495.46,414.62,54.68,224.95,15.54,267.56,11.81,12.68,3.28,23.64,9.48,2.57,0.3,0.5,A2O,35.393821,119.519536,7477.880000000001,9560000.0,321000.0,522000.0,1820000.0,2080000.0,321000.0,0.216,0.155,104.0,20.1,5.16,2140000.0,4070000.0,8810.0,2930000.0,3340000.0,88.32186966,78.69811642839039,8.273070213263999,34.75496677236593,10.675827399966174,3350568838.6661744,3941845692.548441,4969352697.087087,2721139.85,3109874.12,,,,,,,,,Current,1820000.0,2080000.0,9560000.0,321000.0
1753,9.13507,7423.06,205.9,15.71,88.68,5.55,57.5,4.73,31.28,0.45,42.03,8.61,3.4,0.27,0.31,A2O,35.36611,119.5053,7477.880000000001,3940000.0,177000.0,138000.0,479000.0,547000.0,177000.0,0.159,0.323,51.5,35.7,1.44,560000.0,581000.0,3730.0,766000.0,876000.0,57.17877680174392,72.22983157,29.639487788659405,5.244604256203951,1.9291418667370337,1153124969.328502,1356617610.9747083,1711522197.7153394,937202.8,1071088.91,CEPT,HRAS,4106465.0948346946,161356.64790395054,4267821.7427386455,3192159.3670357503,443647.7101674277,3635807.077203178,HRAS,937202.8,1071088.91,4106465.0948346946,161356.64790395054
1754,2.6189976,3643.48,224.89,17.92,114.57,5.56,67.14,6.05,27.94,0.21,36.6,8.39,3.71,0.07,0.46,A2O,35.39334,119.43782,7477.880000000001,1680000.0,86700.0,51700.0,180000.0,206000.0,86700.0,0.151,0.421,56.2,31.1,1.81,207000.0,194000.0,1100.0,284000.0,324000.0,60.405219306158415,73.14010435939419,26.08073426535629,6.654494397436328,2.316085839132076,361049035.6735721,424763571.3806731,535843536.6,293419.54,335336.62,CEPT,,,,,1295748.4351609603,130834.44535768646,1426582.8805186467,CEPT,284000.0,324000.0,1295748.4351609603,130834.44535768646
1757,1.448,1048.0,295.0,22.09,111.52,2.83,259.03,3.98,30.6,0.38,42.98,12.62,4.42,0.75,0.25,A2O,35.20339,118.13474,7315.06,504000.0,24400.0,28500.0,99200.0,113000.0,24400.0,0.234,0.215,73.8,36.5,2.02,112000.0,415000.0,914.0,153000.0,175000.0,74.45685288260401,74.76038885335457,27.96221647720088,8.620207590846803,2.6627664850285653,255048669.8435903,300057258.6,378455671.7476247,207236.41,236841.61,,,,,,,,,Current,99200.0,113000.0,504000.0,24400.0
1758,8.1158228,2380.7,298.96,27.54,106.29,5.88,109.49,5.48,34.05,2.19,37.0,12.76,3.67,0.26,0.31,A2O,35.55599,118.45163,7568.040000000001,3490000.0,57300.0,148000.0,514000.0,587000.0,57300.0,0.161,0.0976,74.7,31.5,2.38,596000.0,982000.0,3780.0,816000.0,932000.0,78.93715982006107,73.59607980329773,31.440337911406324,7.664205840216367,2.510696928337505,1411364122.6284375,1660428379.5628676,2094298171.879577,1146804.94,1310634.22,,,,,,,,,Current,514000.0,587000.0,3490000.0,57300.0
1759,3.0264648,800.0,107.6,17.9,62.97,7.03,180.99,19.93,28.85,0.3,36.25,10.09,3.41,0.31,0.22,A2O,34.901564,118.557078,7375.84,923000.0,18800.0,30700.0,107000.0,122000.0,18800.0,0.133,0.154,26.9,30.8,0.873,132000.0,605000.0,1650.0,180000.0,206000.0,37.58568991055511,65.06906142141717,28.21148162110688,2.213235282125202,1.3322834445687093,193184846.61042577,227276290.12991267,286882429.9860269,157092.33,179534.1,CEPT,HRAS,1160337.2098046544,26663.462125151393,1187000.6719298058,802412.6984673599,193573.70045662098,995986.3989239809,CEPT,180000.0,206000.0,802412.6984673599,193573.70045662098
1766,15.3419944,3052.4,318.46,12.51,122.82,2.37,213.08,7.35,24.52,0.56,30.66,10.92,3.91,0.31,0.24,A2O,34.9702399,118.27006,7315.06,5100000.0,71000.0,335000.0,1170000.0,1330000.0,71000.0,0.239,0.0533,79.6,26.1,3.05,1300000.0,3610000.0,8900.0,1780000.0,2040000.0,76.69449596301212,75.91707091533878,21.552951912713965,12.100522378817432,3.558421893836754,2928973245.0,3445850876.540741,4345792946.165309,2379688.28,2719643.75,,,,,,,,,Current,1170000.0,1330000.0,5100000.0,71000.0
1767,16.0721484,8398.58,235.57,15.87,95.09,2.77,120.41,7.0,34.25,0.66,40.55,8.6,4.62,0.28,0.25,A2O,34.933029,118.467239,7375.84,5590000.0,197000.0,269000.0,936000.0,1070000.0,197000.0,0.196,0.184,58.9,34.5,1.71,1060000.0,2140000.0,7680.0,1450000.0,1650000.0,61.94547805569508,73.70400388,32.270048906420925,5.7808791053403645,1.9195966586641733,2326617722.27086,2737197320.318659,3452938083.701943,1890774.92,2160885.62,CEPT,HRAS,6539037.753452813,321120.8570751695,6860158.610527983,4705929.55631685,900997.5875799087,5606927.143896759,HRAS,1890774.92,2160885.62,6539037.753452813,321120.8570751695
1771,21.13718,17898.65,384.7,43.87,141.83,5.96,158.7,5.44,30.0,0.7,43.46,11.38,3.11,0.04,0.4,A2O,35.724541,118.622638,7568.040000000001,11800000.0,431000.0,520000.0,1810000.0,2070000.0,431000.0,0.184,0.208,96.2,36.9,2.6,2070000.0,3710000.0,11000.0,2840000.0,3240000.0,88.51586590237913,76.99093685927238,26.24646796652005,12.511773444933164,3.372486767182915,4766341123.810782,5607460145.659744,7071265470.446323,3872114.43,4425273.64,,,,,,,,,Current,1810000.0,2070000.0,11800000.0,431000.0
1772,22.6750284,21163.53,338.13,33.53,151.19,7.46,238.6,7.79,27.41,1.04,36.87,11.6,3.76,0.33,0.25,A2O,35.76685,118.60763,7801.94,7920000.0,525000.0,591000.0,2050000.0,2350000.0,525000.0,0.306,0.224,84.5,31.3,2.7,2370000.0,5980000.0,13800.0,3240000.0,3710000.0,76.42906771491123,77.39654342563178,24.137669906684412,11.938453459743103,3.166381345439885,4668998723.1615305,5492939674.307683,6927202271.489506,3793227.68,4335117.34,,,,,,,,,Current,2050000.0,2350000.0,7920000.0,525000.0
1778,15.204,10932.55,174.44,13.07,66.52,3.27,93.82,4.84,16.54,0.37,24.36,9.57,2.18,0.21,0.26,A2O,35.50521,117.64872,7494.82,5510000.0,261000.0,174000.0,606000.0,693000.0,261000.0,0.15,0.376,43.6,20.7,2.11,699000.0,1580000.0,6820.0,956000.0,1090000.0,54.13506614306969,68.96636887005864,15.263937182947172,7.715010986,3.546599117529732,1563958068.6733131,1839950669.0274272,2321459525.275301,1271194.95,1452794.22,,,,,,,,,Current,606000.0,693000.0,5510000.0,261000.0
1781,3.3967184,5536.32,366.64,27.99,150.44,6.33,250.04,7.08,31.73,0.34,51.34,10.0,4.18,0.2,0.4,A2O,35.52646,118.51244,7568.040000000001,1900000.0,133000.0,88700.0,309000.0,353000.0,133000.0,0.217,0.378,91.7,43.6,2.1,353000.0,939000.0,2110.0,483000.0,552000.0,79.68598503343622,78.26587796382385,28.081700001931186,11.497951459403764,2.8376481846881134,757317026.2449061,890961207.3469484,1123549537.1736908,615238.16,703129.33,,,,,,,,,Current,309000.0,353000.0,1900000.0,133000.0
1785,7.7877784,4996.3,279.71,17.75,112.71,2.4,106.16,5.91,19.8,0.31,26.37,5.95,3.7,0.17,0.34,A2O,37.4354999,116.35927,7411.1,3680000.0,118000.0,156000.0,542000.0,619000.0,118000.0,0.174,0.19,69.9,22.4,3.12,606000.0,914000.0,3600.0,830000.0,949000.0,69.13970109864815,75.28164845781411,17.267375411006533,12.791033277744784,4.004065438606105,1326312473.8903856,1560367616.3416302,1967995764.694952,1077643.72,1231592.82,,,,,,,,,Current,542000.0,619000.0,3680000.0,118000.0
1787,6.61012,3702.46,298.68,20.57,112.99,4.05,176.43,6.42,29.12,1.4,40.48,9.03,3.21,0.24,0.3,A2O,25.2759599,112.56295,6140.869999999999,2750000.0,72300.0,131000.0,454000.0,519000.0,72300.0,0.186,0.139,74.7,34.4,2.17,516000.0,1290000.0,3570.0,706000.0,807000.0,75.00158262711969,74.88898398717032,26.434324947888463,9.222785206426986,2.8372800430869605,1178219037.5502129,1386140044.176721,1748283279.4630651,957332.59,1094094.39,,,,,,,,,Current,454000.0,519000.0,2750000.0,72300.0
1790,5.7285776,4333.09,242.96,20.64,74.96,5.33,172.41,6.52,25.02,0.49,35.85,12.04,2.57,0.16,0.37,A2O,37.6557447,116.8060469,7470.539999999999,2950000.0,103000.0,72300.0,251000.0,287000.0,103000.0,0.116,0.358,60.7,30.5,1.99,297000.0,1090000.0,3070.0,406000.0,464000.0,77.19692816778297,68.22648659541366,23.17442577202864,7.376395795249234,3.3311258249582645,753930009.3575947,886976481.5971702,1118903961.264972,612694.32,700222.08,CEPT,,,,,2348844.37963372,364788.62863013695,2713633.008263857,CEPT,406000.0,464000.0,2348844.37963372,364788.62863013695
1791,0.7948072,129.97,57.6,15.94,15.29,4.17,14.71,4.79,5.72,0.41,7.71,6.28,0.62,0.19,0.48,A2O,36.739684,116.769784,7645.280000000001,528000.0,3160.0,1600.0,5570.0,6370.0,3160.0,0.0165,0.496,14.4,6.55,2.2,8400.0,12900.0,287.0,11500.0,13100.0,30.56812572037323,46.930337291018695,5.562132002654555,2.759930023521764,5.495756969770664,18519060.544331025,21787130.052154142,27512281.438599825,15065.3,17217.48,,,,,,,,,Current,5570.0,6370.0,528000.0,3160.0
