Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,EUI (kWh/m3),Treatment process,Latitude,Longitude,annual_hdd,Current electricity consumption (kWh/a),Current heat consumption (kWh/a),Methane generation (m3/a),Current electricity recovery potential (kWh/a),Current heat recovery potential (kWh/a),Current effective heat recovery potential (kWh/a),Current energy self-sufficiency,Current recovered heat waste,COD_out_CEPT,TN_out_CEPT,C/N ratio_CEPT,BOD removed (kg/a),SS removed (kg/a),Sludge yield by CEPT (tonne/a),CEPT electricity recovery potential (kWh/a),CEPT heat recovery potential (kWh/a),COD_eff (mg/L),COD_removal (%),NHx_eff (mg/L),NHx_removal (%),C/N_ratio_HRAS,Sludge_VSS (g/a),Sludge_TSS (g/a),Sludge_COD (g/a),Electricity recovery potential (kWh/a)_HRAS,Heat recovery potential (kWh/a)_HRAS
1929,10.3290908,6962,156.4,23.61,70.79,6.17,109.55,4.58,33.96,0.61,38.67,6,2.49,0.25,0.19,A2O,35.618689,115.941325,7028.92,2.74E+06,1.56E+05,1.21E+05,4.21E+05,4.81E+05,1.56E+05,1.99E-01,3.24E-01,3.91E+01,3.29E+01,1.19E+00,5.05E+05,1.25E+06,4.81E+03,6.92E+05,7.90E+05,48.07905079325969,69.25891893014087,32.85208101337907,3.262423399943847,1.4635009201906999,982358255.0836364,1155715594.2160428,1458389038.9476275,798591.04,912675.47
1932,14.609596,10373,192.08,20.03,93.03,9.44,120.2,11.51,18.6,2.49,20.93,6.95,2.82,0.37,0.44,A2O,36.02888,114.39697,6975.76,8.92E+06,2.30E+05,2.21E+05,7.70E+05,8.80E+05,2.30E+05,1.09E-01,2.62E-01,4.80E+01,1.78E+01,2.70E+00,9.39E+05,1.94E+06,6.98E+03,1.29E+06,1.47E+06,55.21075965132414,71.25637252638268,17.103675551644866,8.044755098683524,3.2280055526435953,1705939803.2663438,2006988003.8427575,2532035964.942019,1386503.31,1584575.21
1935,5.226556,826.21,93.09,26.36,34.02,9.39,91.74,11.66,15.62,0.86,17.8,9.77,1.53,0.22,0.24,A2O,35.07763,112.71351,7139.800000000001,1.74E+06,1.88E+04,2.33E+04,8.12E+04,9.28E+04,1.88E+04,5.69E-02,2.02E-01,2.33E+01,1.51E+01,1.54E+00,1.23E+05,5.30E+05,2.33E+03,1.68E+05,1.92E+05,36.48393460157371,60.80789064177279,15.13358839255296,3.1140307775098517,2.4107920511124097,267046552.0842881,314172414.2168096,396597861.56307614,217170.79,248195.19
1938,36.44616,16245,159.42,16.04,66.18,4.66,109.21,4.48,18.56,0.49,24.08,7.99,2.82,0.56,0.22,A2O,34.60984,112.48237,7194.870000000001,1.11E+07,3.72E+05,4.06E+05,1.41E+06,1.62E+06,3.72E+05,1.55E-01,2.30E-01,3.99E+01,2.05E+01,1.95E+00,1.67E+06,4.40E+06,1.70E+04,2.28E+06,2.61E+06,49.05163369435873,69.23119201206954,17.41427434,6.173090848120146,2.816748647726509,3511193309.477333,4130815658.2086267,5212281861.306659,2854164.07,3261901.79
1946,8.023368,5924.07,269.47,17.34,115.69,5.18,156.56,7.69,39.33,0.45,50.5,11.91,9.97,0.12,0.41,A2O,32.65447,112.10828,6426.919999999999,4.57E+06,1.21E+05,1.61E+05,5.59E+05,6.39E+05,1.21E+05,1.45E-01,1.90E-01,6.74E+01,4.29E+01,1.57E+00,6.41E+05,1.39E+06,4.15E+03,8.78E+05,1.00E+06,66.90720213,75.17081599693329,36.94572292326243,6.062235130276044,1.8109593435763194,1329707386.8340113,1564361631.569425,1973238836.0631027,1080514.74,1234873.99
1948,6.7664316,2250.12,197.81,22.78,76.99,5.71,132.88,7.8,29.33,0.36,37.47,12.52,2.78,0.34,0.24,A2O,34.53705,110.88557,7740.699999999999,2.25E+06,5.54E+04,8.74E+04,3.04E+05,3.48E+05,5.54E+04,1.56E-01,1.59E-01,4.95E+01,3.18E+01,1.55E+00,3.60E+05,9.94E+05,3.33E+03,4.93E+05,5.63E+05,57.14864568640147,71.10932426,27.799120180915743,5.219501599332613,2.055771740777406,807895086.6976045,950464807.8795346,1199151691.418308,656636.72,750441.97
1952,1.9369172,931.94,207.82,18.81,111.1,8.29,178.27,7,23.28,4.47,27.68,12.44,1.94,0.24,0.56,A2O,31.841643,115.887807,6710.39,1.50E+06,1.99E+04,3.61E+04,1.26E+05,1.43E+05,1.99E+04,9.55E-02,1.39E-01,5.20E+01,2.35E+01,2.21E+00,1.49E+05,3.82E+05,1.05E+03,2.04E+05,2.33E+05,57.73570907816228,72.21840579435941,21.612478922179864,7.162891227749728,2.6714061485520224,245941369.29938513,289342787.4110414,365024743.6057129,199881.84,228436.39
1954,2.2908084,2087,358.44,26.84,150.42,7.66,166.61,1.56,35.47,0.83,54.76,8.9,2.63,0.16,0.37,A2O,31.982713,114.920008,6596.27,1.18E+06,4.38E+04,5.93E+04,2.06E+05,2.36E+05,4.38E+04,2.04E-01,1.86E-01,8.96E+01,4.65E+01,1.93E+00,2.38E+05,4.22E+05,1.21E+03,3.26E+05,3.72E+05,78.57094271954591,78.07975038512835,31.936981860547768,9.960581165639221,2.4601868474179702,500554663.9631168,588887839.9566079,742639643.9108324,406657.86,464751.84
1956,6.2351604,3822.88,310.37,31.68,124.03,4.27,260,3.74,19.94,0.26,31.83,8.79,4.69,0.32,0.41,A2O,33.009004,114.087775,6647.719999999999,3.55E+06,8.08E+04,1.35E+05,4.71E+05,5.38E+05,8.08E+04,1.52E-01,1.50E-01,7.76E+01,2.71E+01,2.87E+00,5.34E+05,1.79E+06,3.94E+03,7.31E+05,8.36E+05,73.44606232450397,76.33596600041757,17.017320361911274,14.657370301347678,4.315959314540106,1174688058.783888,1381985951.5104568,1742872680.059446,954369.83,1090708.38
1959,13.032,10082.95,188.7,12.86,81.36,5.26,146.89,4.27,21.96,2.8,26.62,8.95,2.68,0.21,0.36,A2O,33.70399,113.40758,6934.849999999999,6.52E+06,2.22E+05,1.80E+05,6.25E+05,7.15E+05,2.22E+05,1.26E-01,3.11E-01,4.72E+01,2.26E+01,2.08E+00,7.32E+05,2.12E+06,6.61E+03,1.00E+06,1.15E+06,54.43988511396192,71.15003438581775,20.504414526936454,6.628349148741104,2.6550324098473896,1498328433.0590134,1762739333.010604,2223968527,1217810.4,1391783.31
1960,14.3662596,10169.94,187.19,18.16,125.54,5.5,235.97,6.43,31.33,0.53,41.86,10.8,5.67,0.26,0.35,A2O,34.15288,112.83925,7003.83,6.99E+06,2.27E+05,3.13E+05,1.09E+06,1.24E+06,2.27E+05,1.82E-01,1.82E-01,4.68E+01,3.56E+01,1.32E+00,1.25E+06,3.75E+06,8.70E+03,1.71E+06,1.95E+06,53.91351399975367,71.19850739903112,29.89636173766401,4.575928063632269,1.8033469916117717,1645098446.9805908,1935409937.624224,2441916159.7921133,1337155.12,1528177.28
1961,40.907448,29774.08,258.89,15.94,83.67,5.02,255.65,5.31,21.89,1.48,29.48,10.78,5.33,0.36,0.41,A2O,33.720408,113.418717,6934.849999999999,2.33E+07,6.57E+05,5.83E+05,2.03E+06,2.32E+06,6.57E+05,1.12E-01,2.83E-01,6.47E+01,2.51E+01,2.58E+00,2.36E+06,1.16E+07,2.57E+04,3.24E+06,3.70E+06,78.13707776140421,69.81842567831735,19.830180483206224,9.409865312,3.940310973,5859565584.244743,6893606569.699698,8695569469.897953,4761557.91,5441780.47
1966,7.8460604,2541.73,252.14,23.3,110.06,6.77,153.96,7.32,41.77,1.5,48.04,9.67,2.67,0.34,0.26,A2O,34.0637899,114.83779,6798.32,2.83E+06,5.50E+04,1.47E+05,5.11E+05,5.84E+05,5.50E+04,1.96E-01,9.41E-02,6.30E+01,4.08E+01,1.54E+00,5.97E+05,1.34E+06,4.04E+03,8.17E+05,9.33E+05,64.34149362041228,74.48183801839761,39.59688994114079,5.2025617880278086,1.624912807951669,1217863483,1432780568.0124352,1807364912.0833008,989684.77,1131068.31
1972,14.57412,16453.27,269.32,25.6,94.81,4.21,206.48,6.57,36.06,0.91,53.71,9.54,2.87,0.08,0.44,A2O,35.69748,114.31295,7067.59,8.93E+06,3.70E+05,2.39E+05,8.33E+05,9.51E+05,3.70E+05,1.29E-01,3.89E-01,6.73E+01,4.57E+01,1.47E+00,9.55E+05,3.33E+06,8.35E+03,1.31E+06,1.49E+06,74.71189565238761,72.25906146874067,33.81236771636149,6.233034619075179,2.2096026010102574,2274068011.864346,2675374131.605113,3374718719.1514425,1847943.22,2111935.1
1974,6.26622,3757.68,164.44,12.81,78.41,3.55,149.05,6.35,11.94,0.89,19.99,9.17,3.43,0.28,0.17,A2O,35.52583,114.57112,7067.59,1.49E+06,8.45E+04,8.50E+04,2.96E+05,3.38E+05,8.45E+04,2.42E-01,2.50E-01,4.11E+01,1.70E+01,2.42E+00,3.39E+05,1.03E+06,3.19E+03,4.65E+05,5.31E+05,50.56294321094028,69.25143322127202,10.732265778115526,10.115026983957067,4.711301812339072,617475850.5423899,726442177.1086941,916536445.3,501881.03,573578.32
1977,3.99286,7797.9,395.67,18.76,183.68,2.25,253.49,2.38,31.35,0.82,39.25,7.59,4.23,0.12,0.63,A2O,32.137152,115.05434,6596.27,3.51E+06,1.64E+05,1.31E+05,4.57E+05,5.22E+05,1.64E+05,1.69E-01,3.13E-01,9.89E+01,3.34E+01,2.96E+00,5.07E+05,1.12E+06,2.49E+03,6.94E+05,7.93E+05,83.06188669027247,79.00728215677901,27.302548214116186,12.910532012388565,3.0422759824054495,956697880.1692492,1125526917.8461757,1419265586.689455,777167.65,888191.6
1982,1.5110604,1267.7,206.2,19.95,60.58,7.32,82.68,8.15,28.16,0.95,38.57,11.56,6.06,0.2,0.44,A2O,35.24787,113.65084,6858.12,9.24E+05,2.77E+04,1.46E+04,5.07E+04,5.80E+04,2.77E+04,8.24E-02,4.77E-01,5.16E+01,3.28E+01,1.57E+00,6.32E+04,1.38E+05,6.59E+02,8.66E+04,9.89E+04,71.29951849785729,65.42215397776077,26.7256821,5.0934584691200335,2.667827831078663,163645659.71024573,192524305.54146558,242897147.31512928,133006.68,152007.64
1985,5.624032,4559.08,237.86,20.82,96.04,2.2,117.78,4.82,26.74,0.39,33.94,7.48,3.51,0.14,0.35,A2O,35.22948,113.1571048,7048.46,2.74E+06,1.02E+05,9.56E+04,3.33E+05,3.80E+05,1.02E+05,1.53E-01,2.69E-01,5.95E+01,2.88E+01,2.06E+00,3.73E+05,7.32E+05,2.67E+03,5.11E+05,5.84E+05,62.50385471546745,73.72241876924768,24.727910858218813,7.5246415175063035,2.527664187801496,819787135.1986475,964455453.1748793,1216611563.2374794,666197.47,761368.54
1986,4.0313044,3004.01,118.4,10.04,61.58,3.76,77.59,5.27,21.3,0.6,24.74,9.81,2.18,0.22,0.44,A2O,33.89725,113.31395,7003.83,2.46E+06,6.69E+04,4.22E+04,1.47E+05,1.68E+05,6.69E+04,8.46E-02,3.98E-01,2.96E+01,2.10E+01,1.41E+00,1.71E+05,3.46E+05,1.74E+03,2.35E+05,2.68E+05,40.23302210179776,66.01940700861675,20.56098906467144,3.469534907645829,1.9567649190051586,284252128.21442854,334414268.4875631,422076307.7696431,231122.39,264139.87
1989,12.25008,9478,284.97,13.63,116.09,3.41,214.52,5.48,27.94,0.88,31.11,10.85,3.69,0.29,0.35,A2O,35.1776399,113.11233,7048.46,5.96E+06,2.13E+05,2.50E+05,8.70E+05,9.95E+05,2.13E+05,1.75E-01,2.14E-01,7.12E+01,2.64E+01,2.69E+00,9.82E+05,2.90E+06,7.13E+03,1.34E+06,1.54E+06,69.40001819580826,75.64655290177625,25.354787457023725,9.252729216092611,2.7371563778020636,2137101691.7274978,2514237284.3852916,3171153019.138737,1736473.82,1984541.51
1991,42.51328,42778.42,341.9,16.75,161.79,2.39,142.1,4.49,32.63,0.39,44.6,8.22,4.19,0.13,0.37,A2O,34.76892,114.386475,6974.039999999999,2.19E+07,9.49E+05,1.23E+06,4.27E+06,4.88E+06,9.49E+05,2.28E-01,1.94E-01,8.55E+01,3.79E+01,2.25E+00,4.75E+06,6.68E+06,2.13E+04,6.50E+06,7.43E+06,76.66400562486263,77.57706767333646,29.31484733887483,10.159830404919312,2.615193752798344,8869254446.839752,10434416996.282059,13159088187.009888,7205710.98,8235098.27
1992,14.56688,7650.98,383.63,17.21,148.04,4.71,689.83,4.66,29.22,1.59,43.71,9.17,10.46,0.25,0.4,A2O,34.746731,114.328661,6912.320000000001,8.08E+06,1.68E+05,3.78E+05,1.32E+06,1.50E+06,1.68E+05,1.80E-01,1.12E-01,9.59E+01,3.72E+01,2.58E+00,1.49E+06,1.11E+07,1.61E+04,2.04E+06,2.33E+06,84.73819377718004,77.91147882668716,25.400025105063914,13.073151591157032,3.3361460638984206,3336416949.412887,3925196411.0739846,4949748618.594039,2710404.97,3097605.68
1995,3.1811836,2545,182.55,13.92,57.5,5.76,128.2,6.99,18.05,0.54,24.34,5.31,1.67,0.13,0.31,A2O,35.7469999,114.29745,7067.59,1.37E+06,5.72E+04,2.98E+04,1.04E+05,1.19E+05,5.72E+04,1.13E-01,4.82E-01,4.56E+01,2.07E+01,2.21E+00,1.26E+05,4.51E+05,1.55E+03,1.73E+05,1.98E+05,63.49467552885819,65.21792630574737,16.80420985036686,6.901884485502166,3.778498131970901,311002965.78880644,365885842.1044782,461634992.7883522,252784.11,288896.12
2004,8.2860352,6723.9,291.94,15.57,120.57,6.05,190.95,7.92,30.9,1.72,61.55,11.2,4.45,0.25,0.5,A2O,36.124869,113.857904,8138.65,5.75E+06,1.74E+05,1.72E+05,5.98E+05,6.84E+05,1.74E+05,1.30E-01,2.55E-01,7.30E+01,5.23E+01,1.40E+00,6.90E+05,1.75E+06,4.60E+03,9.45E+05,1.08E+06,70.25133348280698,75.93637957018326,28.230214074069465,8.640083903,2.4885157901560344,1482115562.5272532,1743665367.679121,2199229320.0392814,1204263.6,1376301.25
2005,0.1183016,15.5,90.05,17.83,40.93,7.27,111.59,10.34,28.8,5.38,44.43,13.19,1.21,0.67,0.13,A2O,34.517858,110.400696,7740.699999999999,2.13E+04,3.82E+02,7.22E+02,2.51E+03,2.87E+03,3.82E+02,1.33E-01,1.33E-01,2.25E+01,3.78E+01,5.96E-01,3.35E+03,1.46E+04,5.54E+01,4.58E+03,5.23E+03,33.24616319163619,63.08032960395759,28.31483143,1.6846131047399342,1.1741607319371807,6227474.636209222,7326440.748481438,9249228.204641247,5064.73,5788.27
2007,0.860112,690,264.02,37.42,77.71,13.18,44.37,7.42,42.46,0.56,47.75,33.96,4.83,3.04,0.09,A2O,34.04654,111.1275,8519.279999999999,1.10E+05,1.87E+04,1.01E+04,3.50E+04,4.00E+04,1.87E+04,4.18E-01,4.68E-01,6.60E+01,4.06E+01,1.63E+00,4.62E+04,4.22E+04,3.39E+02,6.32E+04,7.22E+04,83.35578302676522,68.42823156322808,40.43556898596493,4.767854484303046,2.061447016009538,121554969.12429363,143005846.02858075,180398054.81084108,98783.15,112895.03
2024,13.4657484,2745,140.14,20.87,89.48,13.3,148.84,14.19,14.82,3.67,23.28,8.56,1.51,0.38,0.3,A2O,33.610327,114.020093,6819.17,5.59E+06,5.95E+04,1.86E+05,6.47E+05,7.39E+05,5.95E+04,1.25E-01,8.06E-02,3.50E+01,1.98E+01,1.77E+00,8.32E+05,2.22E+06,6.86E+03,1.14E+06,1.30E+06,45.29130114666435,67.68138922030515,13.86727392927313,6.4286509495740205,3.266056571584459,1128935106.537409,1328158948.8675401,1676008669.2129686,917756.15,1048864.17
2035,4.7435756,2018.06,151.16,11.38,72.62,1.83,134.56,7.47,18.15,1.53,25.03,9.42,3.03,0.2,0.19,A2O,32.9907299,112.52851,6674.66,1.25E+06,4.28E+04,6.09E+04,2.12E+05,2.42E+05,4.28E+04,1.96E-01,1.77E-01,3.78E+01,2.13E+01,1.78E+00,2.38E+05,7.06E+05,2.34E+03,3.26E+05,3.72E+05,47.40869619064979,68.63674504455558,17.08896381192661,5.845929410872659,2.7742288363652947,432146081.20280784,508407154.35624444,641537225.3587295,351295.76,401480.86
2037,20.3442552,12491.67,317.7,10.49,94.61,6.05,140.51,5.92,22.98,0.35,31.1,8.99,2.43,0.11,0.21,A2O,33.02633,112.62837,6674.66,5.95E+06,2.65E+05,3.27E+05,1.14E+06,1.30E+06,2.65E+05,2.25E-01,2.04E-01,7.94E+01,2.64E+01,3.00E+00,1.33E+06,3.16E+06,1.02E+04,1.82E+06,2.08E+06,93.64428863236313,70.52430323186556,20.33943716642714,11.490699884999398,4.604074727639715,3467996760.855611,4079996189.2418957,5145921610.685489,2817826.23,3220372.84
2042,3.4973544,2290.22,204.75,21.37,65.06,6.86,147.39,5.27,31.74,0.62,42.18,8.63,3.39,0.15,0.44,A2O,33.330769,113.560608,6819.17,2.14E+06,4.97E+04,3.69E+04,1.28E+05,1.47E+05,4.97E+04,8.15E-02,3.39E-01,5.12E+01,3.59E+01,1.43E+00,1.57E+05,5.70E+05,1.78E+03,2.15E+05,2.46E+05,67.63755000039974,66.96578755,30.274195593254035,4.618161331902846,2.234165059548976,391124168.91775453,460146081.0797112,580544249.5,317896.96,363310.81
2043,31.420514,30750.84,260.26,14.86,80.99,3.89,245.88,4.31,23.77,2.13,30.29,12.35,2.9,0.27,0.28,A2O,33.70399,113.40758,6934.849999999999,1.23E+07,6.78E+05,4.39E+05,1.53E+06,1.75E+06,6.78E+05,1.70E-01,3.89E-01,6.51E+01,2.57E+01,2.53E+00,1.76E+06,8.54E+06,1.94E+04,2.41E+06,2.75E+06,80.28227742299592,69.15304794,21.730096090892452,8.581842276430574,3.694520129464312,4454682126.734854,5240802502.041004,6610817901.237954,3619980.54,4137120.62
2044,3.0408,1808,346.3,30.42,180.36,6.39,156.72,5.92,39.22,1.06,50.74,13.27,4.18,0.29,0.32,A2O,33.720408,113.418717,6934.849999999999,1.35E+06,3.99E+04,9.59E+04,3.34E+05,3.81E+05,3.99E+04,2.68E-01,1.05E-01,8.66E+01,4.31E+01,2.01E+00,3.79E+05,5.27E+05,1.57E+03,5.19E+05,5.93E+05,77.00159121867165,77.76448419905526,35.85273198404593,8.585589025890025,2.147718931236161,643568669.0429001,757139610.6,954852796.5,522862.46,597557.1
2049,5.9646016,2297.92,109.05,12.91,51.02,0.79,79.6,3.26,11.37,0.4,21.54,7.22,1.81,0.26,0.31,A2O,35.778381,115.067388,7007.52,2.56E+06,5.12E+04,5.43E+04,1.89E+05,2.16E+05,5.12E+04,9.18E-02,2.37E-01,2.73E+01,1.83E+01,1.49E+00,2.10E+05,5.25E+05,2.58E+03,2.88E+05,3.29E+05,38.487344877029145,64.70669887480133,10.71269776506553,5.781022294938168,3.5926846552637453,380897566.3120765,448114783.8965606,565578409.3052791,309701.9,353945.02
2050,8.824836,10413.4,163.77,19.15,65.1,5.54,109.96,6,19.08,0.97,26.98,8.71,2.62,0.15,0.52,A2O,35.778381,115.067388,7007.52,6.38E+06,2.32E+05,9.53E+04,3.31E+05,3.79E+05,2.32E+05,8.52E-02,6.13E-01,4.09E+01,2.29E+01,1.79E+00,3.97E+05,1.07E+06,4.11E+03,5.43E+05,6.21E+05,50.14211592224109,69.38260003526831,17.893053016483492,6.220896140023618,2.802323106964978,871708016.8,1025538843.346847,1294005747.498378,708577.32,809802.65
2054,4.90872,2188,208.53,13.79,100.18,4.17,137.3,9.45,26.32,0.9,33.02,9.48,3.56,0.52,0.17,A2O,34.522909,114.79139,6910.549999999999,1.16E+06,4.81E+04,8.54E+04,2.97E+05,3.40E+05,4.81E+04,2.85E-01,1.42E-01,5.21E+01,2.81E+01,1.86E+00,3.40E+05,7.45E+05,2.44E+03,4.65E+05,5.32E+05,57.74995331913755,72.30616538668895,24.64691793316462,6.356694782809197,2.3430902588201445,626469281.5,737022684.1186106,929811547.5,509150.27,581886.02
2055,2.4616,833.71,195.58,23.49,123.37,2.82,148.7,6.08,20.17,0.43,25.17,9,2.36,0.15,0.34,A2O,34.793965,114.816027,6959.03,1.16E+06,1.85E+04,5.38E+04,1.87E+05,2.14E+05,1.85E+04,1.74E-01,8.63E-02,4.89E+01,2.14E+01,2.29E+00,2.10E+05,4.05E+05,1.25E+03,2.87E+05,3.28E+05,55.74953119472523,71.49528009268575,18.636692128921545,7.601923009808904,2.9913855317816695,293192613.35669106,344932486.3019895,435168558.08535874,238291.5,272333.14
2058,2.2425176,143.71,40.09,11.44,15.84,3.6,37.41,5.77,4.13,1.39,7.5,3.61,0.68,0.13,0.17,A2O,32.94558,114.36025,6647.719999999999,5.27E+05,3.04E+03,4.97E+03,1.73E+04,1.98E+04,3.04E+03,3.84E-02,1.54E-01,1.00E+01,6.38E+00,1.57E+00,2.45E+04,9.27E+04,8.66E+02,3.36E+04,3.84E+04,19.17392332525741,52.172802880375635,4.0223836654525185,2.6057223861375647,4.766806182597288,46446359.68624549,54642776.10146529,69012952.89259101,37790.41,43189.04
2060,0.62988,516.84,269.96,12.54,108.59,2.74,142.35,5.69,29.78,0.32,39.48,8.66,4.75,0.27,0.49,A2O,34.291791,112.546584,7194.870000000001,4.29E+05,1.18E+04,1.21E+04,4.20E+04,4.80E+04,1.18E+04,1.22E-01,2.46E-01,6.75E+01,3.36E+01,2.01E+00,4.73E+04,9.91E+04,3.16E+02,6.47E+04,7.39E+04,67.20961800151164,75.10386057137663,27.383222979141074,8.048277437404053,2.454408600941824,104273088.85527126,122674222.18267208,154733788.14768565,84729.8,96834.06
2070,1.508816,708.41,82.55,6.88,45.75,5.18,120.98,3.87,11.91,0.39,17.48,11.57,1.66,0.31,0.33,A2O,31.971952,115.443823,6710.39,6.91E+05,1.51E+04,1.11E+04,3.86E+04,4.41E+04,1.51E+04,7.61E-02,3.43E-01,2.06E+01,1.49E+01,1.39E+00,4.77E+04,2.02E+05,7.22E+02,6.53E+04,7.46E+04,31.654877986565708,61.65369111,11.485418124675405,3.5649191882837523,2.7560927815555973,71409547.14847347,84011231.93938056,106059497.48112208,58076.52,66373.17
2072,0.1258312,82.84,172.39,35.81,58.71,8.77,75.93,7.47,21.86,1.3,25.62,11.43,2.94,0.35,0.33,A2O,31.69024,115.3563,7216.139999999999,5.77E+04,1.90E+03,1.14E+03,3.96E+03,4.53E+03,1.90E+03,9.84E-02,4.20E-01,4.31E+01,2.18E+01,1.98E+00,5.10E+03,1.06E+04,5.39E+01,6.99E+03,7.98E+03,58.00116921906554,66.35467879861619,20.674638782329975,5.422512432159307,2.805426001862605,12092232.994406752,14226156.464007946,17950073.92363554,9829.18,11233.35
2073,10.25908,9513.75,122.91,14.47,35.68,3.17,131.32,4.5,10.38,0.45,14.53,5.24,2.29,0.19,0.21,A2O,34.397386,115.678457,6929.46,3.01E+06,2.10E+05,6.04E+04,2.10E+05,2.40E+05,2.10E+05,1.30E-01,8.73E-01,3.07E+01,1.24E+01,2.49E+00,2.53E+05,1.49E+06,5.03E+03,3.46E+05,3.96E+05,51.09712292585357,58.42720452,9.711598259,6.439323131003759,5.261453528361407,612846773.8514044,720996204.5,909899930.5477288,498246.98,569425.12
2077,8.0364,6175.32,178.96,13.5,65.24,0.55,147.4,4.12,13.79,0.33,19.28,6.96,1.83,0.31,0.18,A2O,33.51499,113.6482,6819.17,2.02E+06,1.34E+05,9.42E+04,3.28E+05,3.75E+05,1.34E+05,2.14E-01,3.58E-01,4.47E+01,1.64E+01,2.73E+00,3.62E+05,1.31E+06,4.08E+03,4.96E+05,5.67E+05,57.18522029531005,68.04580895434172,12.490643046105749,9.422457968776289,4.578244698,825517833.5754786,971197451.2652689,1225300495.1289902,670955.4,766806.17
2079,4.5994996,5497,259.94,16.23,90.6,5.67,93.52,3.47,16.4,1.64,30.35,9.46,4.78,0.12,0.25,A2O,34.33899,115.10928,6910.549999999999,1.61E+06,1.21E+05,7.08E+04,2.46E+05,2.81E+05,1.21E+05,2.12E-01,4.29E-01,6.50E+01,2.58E+01,2.52E+00,2.88E+05,4.75E+05,2.06E+03,3.94E+05,4.50E+05,74.67418293752313,71.27253099272018,14.248388544916427,13.119582043192512,5.240886202823656,680636272.9608011,800748556.4244719,1009996542.7931114,553058.32,632066.65
2081,1.96928,1628.01,165.46,21.09,72.53,4.17,146.97,8.67,11.57,1.36,21.16,8.31,1.77,0.17,0.56,A2O,33.159081,114.046093,6888.67,1.53E+06,3.57E+04,2.44E+04,8.49E+04,9.70E+04,3.57E+04,7.70E-02,3.68E-01,4.14E+01,1.80E+01,2.30E+00,9.87E+04,3.20E+05,9.99E+02,1.35E+05,1.54E+05,50.81587857508547,69.28811883531641,10.350502066563893,10.540172285532478,4.9095085676317405,195117763.29632428,229550309.76038152,289615058.84700215,158588.68,181244.2
2082,4.874692,6274.59,277.43,31.34,93.14,6.8,145.77,4.61,15.28,0.49,25.51,5.59,3.62,0.17,0.24,A2O,35.971223,115.857247,7061.77,1.64E+06,1.41E+05,7.63E+04,2.65E+05,3.03E+05,1.41E+05,2.28E-01,4.65E-01,6.94E+01,2.17E+01,3.20E+00,3.14E+05,7.85E+05,2.47E+03,4.29E+05,4.91E+05,80.09730062,71.12882506560626,12.96008289669334,15.182703555671855,6.180307738689285,755829511.9633762,889211190.5451485,1121515889.4914732,614124.57,701856.65
2085,3.3931708,743,312.35,37.94,53.5,7.82,53.41,6.28,30.16,5.3,30.43,5.74,3.46,0.27,0.13,A2O,35.932949,114.4174266,6975.76,6.12E+05,1.65E+04,2.81E+04,9.77E+04,1.12E+05,1.65E+04,1.82E-01,1.48E-01,7.81E+01,2.59E+01,3.02E+00,1.25E+05,2.00E+05,1.37E+03,1.72E+05,1.96E+05,118.9046529659143,61.93223852539962,28.031079565474162,7.058754756385406,4.241886320795471,462466017.9918955,544077668.2257595,686319858,375818.03,429506.31
2087,5.4791596,234.32,189.53,15.25,78.76,7.3,139.98,4.95,21.51,0.49,31.09,5.69,1.34,0.28,0.23,A2O,34.47574,114.477618,6912.320000000001,1.74E+06,5.15E+03,7.10E+04,2.47E+05,2.82E+05,5.15E+03,1.44E-01,1.83E-02,4.74E+01,2.64E+01,1.79E+00,2.98E+05,8.48E+05,2.74E+03,4.08E+05,4.66E+05,54.60778784601893,71.18778671132858,20.04490899079999,6.811208782891735,2.7242721765951776,632602687.8856441,744238456.3360518,938966418.7980716,514163.33,587615.24
2089,0.4984016,428.6,194.86,20.91,87.86,6.82,62.02,5.61,30.06,1.8,40.56,8.43,4.13,0.22,0.57,A2O,32.576258,113.170068,6754.539999999999,3.94E+05,9.21E+03,7.32E+03,2.55E+04,2.91E+04,9.21E+03,8.59E-02,3.16E-01,4.87E+01,3.45E+01,1.41E+00,3.03E+04,3.42E+04,2.06E+02,4.14E+04,4.73E+04,55.29930733815564,71.62100619000532,28.541803660297766,5.050553358956195,1.9374846802368735,59448128.65742834,69938974.89109217,88239252.81,48318.44,55221.07
2092,3.5505684,239.16,121.12,15.19,50.3,4.18,105.02,7.24,7.39,0.19,12.02,4.63,1.36,0.23,0.25,A2O,35.3984699,114.06459,7067.59,1.23E+06,5.38E+03,2.97E+04,1.03E+05,1.18E+05,5.38E+03,8.81E-02,4.56E-02,3.03E+01,1.02E+01,2.96E+00,1.23E+05,4.12E+05,1.64E+03,1.69E+05,1.93E+05,41.964116852322874,65.35327208361717,6.611949260966941,10.528426779879014,6.346708844251776,249918628.1215033,294021915.43706274,371020378.4860917,203164.96,232188.52
